"","ColonyID","Timepoint","Species","Phenotype","chla.ug.cm2","chlc.ug.cm2"
"48","213","April_2023","Montipora capitata","Susceptible",8.0593034427542,2.08805177475314
"49","213","January_2024","Montipora capitata","Susceptible",4.46398899978544,1.24960057551152
"50","214","April_2023","Montipora capitata","Resistant",5.79730069555912,1.00266185125736
"51","214","January_2024","Montipora capitata","Resistant",2.99212125742942,0.880723820960927
"52","214","September_2023","Montipora capitata","Resistant",1.32317765100874,0.397400253988192
"53","217","April_2023","Montipora capitata","Susceptible",3.98382757842473,0.803832092078538
"54","218","April_2023","Montipora capitata","Resistant",7.97537615740741,1.70906828703704
"55","219","April_2023","Montipora capitata","Susceptible",6.00975319926874,1.37228823887873
"56","219","January_2024","Montipora capitata","Susceptible",2.19070766249377,0.667336725746614
"57","219","September_2023","Montipora capitata","Susceptible",0.969840164465017,0.390751421023315
"58","220","April_2023","Montipora capitata","Resistant",4.16032445923461,0.852515252357182
"59","220","January_2024","Montipora capitata","Resistant",2.96842058184804,0.918104721293116
"60","220","September_2023","Montipora capitata","Resistant",1.61764722129513,0.412388531356125
"61","221","April_2023","Montipora capitata","Susceptible",5.99985865724382,1.2636160188457
"62","221","January_2024","Montipora capitata","Susceptible",4.08739850589143,1.13486624345294
"63","221","September_2023","Montipora capitata","Susceptible",2.20713216213465,0.602726969482425
"64","222","April_2023","Montipora capitata","Resistant",5.64112693890472,1.56121557454891
"65","225","April_2023","Porites compressa","Susceptible",9.07085878360741,1.73645001305142
"66","225","January_2024","Porites compressa","Susceptible",5.19814827458758,1.12542449560906
"67","225","September_2023","Porites compressa","Susceptible",3.82824407340927,0.787954018656148
"68","226","April_2023","Porites compressa","Resistant",12.1303612334802,1.91432599118943
"69","226","January_2024","Porites compressa","Resistant",6.73648937662439,1.47048599408775
"70","226","September_2023","Porites compressa","Resistant",5.69387329009998,1.3466839931696
"71","233","April_2023","Porites compressa","Susceptible",7.47312047679864,1.26773094934014
"72","233","January_2024","Porites compressa","Susceptible",7.76975229715918,1.93364817067783
"73","233","September_2023","Porites compressa","Susceptible",3.58956881600151,0.779830989330221
"74","234","April_2023","Porites compressa","Resistant",11.3902932761087,1.58653552694325
"75","234","January_2024","Porites compressa","Resistant",8.6500301221525,2.15785803266739
"76","234","September_2023","Porites compressa","Resistant",6.5322103867668,1.44066559654284
"77","235","April_2023","Porites compressa","Susceptible",6.80280452071997,0.934117482907772
"78","235","January_2024","Porites compressa","Susceptible",7.42974620936085,1.40978789841933
"79","235","September_2023","Porites compressa","Susceptible",4.26757585621163,0.878258443420071
"80","236","April_2023","Porites compressa","Resistant",6.84967725277563,1.21933384972889
"81","236","January_2024","Porites compressa","Resistant",7.39674085375802,1.71268204460034
"82","236","September_2023","Porites compressa","Resistant",3.9018846739957,0.903429832883519
"83","237","April_2023","Porites compressa","Susceptible",9.18060531361271,1.31699534374144
"84","237","January_2024","Porites compressa","Susceptible",12.2415136345187,2.39223677384873
"85","237","September_2023","Porites compressa","Susceptible",6.65631911668906,1.21109101920081
"86","238","April_2023","Porites compressa","Resistant",8.46560143132397,1.53845582163501
"87","238","January_2024","Porites compressa","Resistant",9.23390643501094,2.58747136544635
"88","238","September_2023","Porites compressa","Susceptible",5.97052994494587,1.09063252265093
"89","239","January_2024","Porites compressa","Susceptible",12.7086619577155,2.7610175552363
"90","239","September_2023","Porites compressa","Susceptible",4.47893065004162,0.708066219847393
"91","240","April_2023","Porites compressa","Resistant",7.19785602503912,1.50620587723874
"92","240","January_2024","Porites compressa","Resistant",10.0824019807465,2.09235556380978
"93","240","September_2023","Porites compressa","Resistant",5.92779075151947,0.988465838974498
"94","241","April_2023","Porites compressa","Susceptible",9.21646950092422,1.8582932840419
"95","241","January_2024","Porites compressa","Susceptible",6.65599981809619,1.6703992783554
"96","241","September_2023","Porites compressa","Susceptible",2.96519543474338,0.645644138021165
"97","242","April_2023","Porites compressa","Resistant",5.84354847277556,1.20415405046481
"98","242","January_2024","Porites compressa","Resistant",7.79227868172384,1.67263591281978
"99","242","September_2023","Porites compressa","Resistant",3.47467649279778,0.687459350268927
"100","243","April_2023","Porites compressa","Susceptible",7.63444731182796,1.60132903225806
"101","243","January_2024","Porites compressa","Susceptible",8.24221294812595,2.08034789263856
"102","243","September_2023","Porites compressa","Resistant",4.91716431285219,0.954268580866564
"103","244","January_2024","Porites compressa","Resistant",8.16425967105553,1.59884967467217
"104","244","September_2023","Porites compressa","Resistant",5.46012881327006,0.869792531644122
"105","247","January_2024","Porites compressa","Susceptible",8.0266819484067,1.84095341111413
"106","247","September_2023","Porites compressa","Susceptible",4.98306765927991,0.705336789838367
"107","248","April_2023","Porites compressa","Resistant",10.2064037911302,2.34862124463519
"108","248","January_2024","Porites compressa","Resistant",11.1635995490594,2.53482257786042
"109","248","September_2023","Porites compressa","Resistant",5.57548195268602,0.594775675256844
"110","26","April_2023","Porites compressa","Resistant",6.68713479181369,1.46514467184192
"111","26","January_2024","Porites compressa","Susceptible",10.3350907768843,1.9908785640377
"112","26","September_2023","Porites compressa","Susceptible",4.13573796075063,0.67790349403369
"113","27","April_2023","Porites compressa","Susceptible",7.39839288986623,1.75910390324354
"114","27","January_2024","Porites compressa","Resistant",8.81292779563317,1.88912380594128
"115","27","September_2023","Porites compressa","Resistant",3.1196648388142,0.627912181085929
"116","28","April_2023","Porites compressa","Resistant",7.06449301397206,1.86924351297405
"117","28","January_2024","Porites compressa","Susceptible",8.73579983310028,2.18129159894829
"118","28","September_2023","Porites compressa","Susceptible",5.4166667088991,1.16531307200434
"119","29","April_2023","Porites compressa","Susceptible",10.2700115874855,1.93772885283893
"120","29","January_2024","Porites compressa","Resistant",7.85346870782761,1.97132380627047
"121","29","September_2023","Porites compressa","Resistant",5.85999669123443,1.13283323871102
"122","3","April_2023","Montipora capitata","Susceptible",2.68808333333333,2.47453205128205
"123","3","January_2024","Montipora capitata","Susceptible",3.49846504036043,1.06681433407783
"124","3","September_2023","Montipora capitata","Susceptible",1.68904241585429,0.497268952248577
"125","4","April_2023","Montipora capitata","Resistant",3.01034125935711,1.55928885953324
"126","4","January_2024","Montipora capitata","Resistant",2.4080842829058,0.725126944996554
"127","4","September_2023","Montipora capitata","Resistant",1.11920007276071,0.425173309331308
"128","41","April_2023","Porites compressa","Susceptible",6.70495910780669,2.73195291201983
"129","41","January_2024","Porites compressa","Susceptible",6.8081535432153,1.47839538354285
"130","41","September_2023","Porites compressa","Susceptible",5.27602332487398,0.854716401555864
"131","42","April_2023","Porites compressa","Resistant",10.4230114226376,3.39504326756663
"132","42","January_2024","Porites compressa","Resistant",7.74386284283228,1.64019601745097
"133","42","September_2023","Porites compressa","Resistant",3.9778444595292,0.604137501450286
"134","43","April_2023","Porites compressa","Susceptible",7.45265339966832,2.21393587617468
"135","43","January_2024","Porites compressa","Susceptible",7.22246403824621,1.74902931252209
"136","43","September_2023","Porites compressa","Susceptible",5.62934441906255,1.06309854165737
"137","44","April_2023","Porites compressa","Resistant",7.0545773381295,3.64876199040767
"138","44","January_2024","Porites compressa","Resistant",10.6936776107433,2.32787570469871
"139","44","September_2023","Porites compressa","Resistant",3.54299172468997,0.756952551491817
"140","45","April_2023","Porites compressa","Susceptible",9.70085588072888,2.70203386710841
"141","45","January_2024","Porites compressa","Susceptible",9.21003418726239,1.93105990291933
"142","45","September_2023","Porites compressa","Susceptible",4.57489132087296,0.898725372474528
"143","46","April_2023","Porites compressa","Resistant",8.48000955794504,1.67626284348865
"144","46","January_2024","Porites compressa","Resistant",6.35904741964681,1.4506234709812
"145","46","September_2023","Porites compressa","Resistant",3.57545490472959,0.827566346295487
"146","Blank",NA,NA,NA,NA,NA
"147",NA,NA,NA,NA,NA,NA
