"","ColonyID","Target_Temperature","Net_Calcification_cm2","Species","Phenotype","log.rate"
"67","44",38,-0.20620972204613,"Porites compressa","Resistant",-0.230935986183771
"68","1",38,-0.0798117647250433,"Montipora capitata","Susceptible",-0.0831770263077693
"69","27",38,0.0254975541170311,"Porites compressa","Resistant",0.025177913463613
"70","12",38,-0.236477921416147,"Montipora capitata","Resistant",-0.269813237146464
"71","blank",18,NA,NA,NA,NA
"72","233",18,0.352794550320619,"Porites compressa","Susceptible",0.30217249014987
"73","4",18,0.0203728280136955,"Montipora capitata","Resistant",0.020168078171359
"74","226",18,0.0735802622267534,"Porites compressa","Resistant",0.0709991024041654
"75","204",18,0.0261566523508104,"Montipora capitata","Resistant",0.0258204176969044
"76","237",18,0.222582546352012,"Porites compressa","Susceptible",0.200965462665676
"77","201",18,-0.0683296410255627,"Montipora capitata","Susceptible",-0.0707762189478585
"78","236",18,0.1321970716775,"Porites compressa","Resistant",0.124160056216707
"79","211",18,-0.119563544616382,"Montipora capitata","Susceptible",-0.127337522436519
"80","42",18,0.158290702038923,"Porites compressa","Resistant",0.146945385676188
"81","blank",22,NA,NA,NA,NA
"82","233",22,0.108920263028885,"Porites compressa","Susceptible",0.103386805899526
"83","4",22,0.0727413225397937,"Montipora capitata","Resistant",0.0702173558703384
"84","226",22,0.0474081948041787,"Porites compressa","Resistant",0.0463187267816396
"85","204",22,0.175193932261978,"Montipora capitata","Resistant",0.161433182710677
"86","237",22,0.0897190816963111,"Porites compressa","Susceptible",0.0859199398103241
"87","201",22,-0.204896262569514,"Montipora capitata","Susceptible",-0.229282685506592
"88","236",22,0.242050756280298,"Porites compressa","Resistant",0.21676384924656
"89","211",22,0.146815245228674,"Montipora capitata","Susceptible",0.136988748650501
"90","42",22,0.301355482890005,"Porites compressa","Resistant",0.263406400401312
"91","blank",25,NA,NA,NA,NA
"92","233",25,0.727538004387269,"Porites compressa","Susceptible",0.546697276063007
"93","4",25,0.0965797728877816,"Montipora capitata","Resistant",0.0921960385211246
"94","226",25,0.30013588929302,"Porites compressa","Resistant",0.262468789229988
"95","204",25,0.239697991928182,"Montipora capitata","Resistant",0.214867795056007
"96","237",25,0.440340070706476,"Porites compressa","Susceptible",0.364879245919306
"97","201",25,0.332923942929712,"Montipora capitata","Susceptible",0.287374982501772
"98","236",25,0.45370518316352,"Porites compressa","Resistant",0.374115595941151
"99","211",25,0.0938126019023525,"Montipora capitata","Susceptible",0.0896693930767763
"100","42",25,0.426222989662955,"Porites compressa","Resistant",0.355029684004624
"101","blank",28,NA,NA,NA,NA
"102","233",28,0.563115083759693,"Porites compressa","Susceptible",0.44668067877337
"103","4",28,0.10875423582955,"Montipora capitata","Resistant",0.103237074999225
"104","226",28,0.0768618307509851,"Porites compressa","Resistant",0.0740510990909661
"105","204",28,0.283183469294519,"Montipora capitata","Resistant",0.249344075639496
"106","237",28,0.395082410780406,"Porites compressa","Susceptible",0.332953489356669
"107","201",28,0.347811290221176,"Montipora capitata","Susceptible",0.298482010272737
"108","236",28,0.51140976061647,"Porites compressa","Resistant",0.4130428315805
"109","211",28,0.327955164970997,"Montipora capitata","Susceptible",0.283640289167296
"110","42",28,0.633396985933277,"Porites compressa","Resistant",0.49066188666868
"111","blank",31,NA,NA,NA,NA
"112","233",31,0.814075766535368,"Porites compressa","Susceptible",0.595576118480771
"113","4",31,0.060561101780403,"Montipora capitata","Resistant",0.0587981093745569
"114","226",31,0.247377216946725,"Porites compressa","Resistant",0.221043120510448
"115","204",31,0.135596023761879,"Montipora capitata","Resistant",0.127157644168033
"116","237",31,0.582534446547975,"Porites compressa","Susceptible",0.459027641970209
"117","201",31,0.294217304189197,"Montipora capitata","Susceptible",0.257906114119714
"118","236",31,0.501013709528454,"Porites compressa","Resistant",0.406140686206186
"119","211",31,0.133695005352986,"Montipora capitata","Susceptible",0.125482214415574
"120","42",31,0.637035867381525,"Porites compressa","Resistant",0.49288720858362
"121","blank",34,NA,NA,NA,NA
"122","233",34,0.0811984905639641,"Porites compressa","Susceptible",0.0780701393444159
"123","4",34,0.102980678102294,"Montipora capitata","Resistant",0.098016222531615
"124","226",34,0.0101052050468985,"Porites compressa","Resistant",0.0100544888413074
"125","204",34,0.252865841204238,"Montipora capitata","Resistant",0.225433600113077
"126","237",34,0.254531694574728,"Porites compressa","Susceptible",0.226762351212031
"127","201",34,0.059864917606155,"Montipora capitata","Susceptible",0.0581414637826822
"128","236",34,0.222756911518808,"Porites compressa","Resistant",0.201108072859553
"129","211",34,-0.207688254040021,"Montipora capitata","Susceptible",-0.232800345978867
"130","42",34,0.360869723154816,"Porites compressa","Resistant",0.308123997673206
"131","blank",38,NA,NA,NA,NA
"132","233",38,-0.323580116052105,"Porites compressa","Susceptible",-0.390941265660196
"133","4",38,-0.0440264019048047,"Montipora capitata","Resistant",-0.0450249833673287
"134","226",38,-0.049170809017419,"Porites compressa","Resistant",-0.0504208424711857
"135","204",38,-0.0888708300468251,"Montipora capitata","Resistant",-0.0930706025821252
"136","237",38,0.344855917148525,"Porites compressa","Susceptible",0.296286882518896
"137","201",38,-0.0733965916799517,"Montipora capitata","Susceptible",-0.07622962769851
"138","236",38,-0.0246702289236455,"Porites compressa","Resistant",-0.0249796384250822
"139","211",38,-0.11734837643124,"Montipora capitata","Susceptible",-0.124824693523216
"140","42",38,0.0340250198919818,"Porites compressa","Resistant",0.0334589729810935
"141","210",18,-0.0350359859333447,"Montipora capitata","Resistant",-0.0356644694611193
"142","26",18,0.19967191769038,"Porites compressa","Susceptible",0.182048117488152
"143","247",18,0.0863654355979951,"Porites compressa","Susceptible",0.0828376617767689
"144","19",18,0.0786760827594623,"Montipora capitata","Susceptible",0.0757344398714893
"145","241",18,0.18745007227204,"Porites compressa","Susceptible",0.171808211640276
"146","209",18,0.20239410010684,"Montipora capitata","Susceptible",0.184314652680484
"147","blank",18,NA,NA,NA,NA
"148","242",18,0.510618818489121,"Porites compressa","Resistant",0.412519380445142
"149","206",18,-0.00270669931468721,"Montipora capitata","Resistant",-0.0027103690486841
"150","41",18,0.12393197405537,"Porites compressa","Susceptible",0.116833228336959
"151","210",22,0.175831960158604,"Montipora capitata","Resistant",0.161975948244946
"152","26",22,0.535808180007189,"Porites compressa","Susceptible",0.429056744119154
"153","247",22,0.364029200994442,"Porites compressa","Susceptible",0.310442967545811
"154","19",22,0.179779509479727,"Montipora capitata","Susceptible",0.165327564644634
"155","241",22,0.635893670881714,"Porites compressa","Susceptible",0.49218924271981
"156","209",22,0.164656051959436,"Montipora capitata","Susceptible",0.152425809057835
"157","blank",22,NA,NA,NA,NA
"158","242",22,0.52874411644717,"Porites compressa","Resistant",0.424446559408189
"159","206",22,0.116177708000851,"Montipora capitata","Resistant",0.109910087842226
"160","41",22,0.298629010868907,"Porites compressa","Susceptible",0.2613091009543
"161","210",25,0.165955782768754,"Montipora capitata","Resistant",0.15354116505551
"162","26",25,0.859379211769697,"Porites compressa","Susceptible",0.620242674902743
"163","247",25,0.40644506846898,"Porites compressa","Susceptible",0.341065292706227
"164","19",25,0.286931401623963,"Montipora capitata","Susceptible",0.25226062620196
"165","241",25,0.839785165455084,"Porites compressa","Susceptible",0.609648806899314
"166","209",25,0.420401125874243,"Montipora capitata","Susceptible",0.350939314732386
"167","blank",25,NA,NA,NA,NA
"168","242",25,0.856455518656623,"Porites compressa","Resistant",0.618669034561598
"169","206",25,0.142513820066781,"Montipora capitata","Resistant",0.133230940051602
"170","210",28,0.230968617358194,"Montipora capitata","Resistant",0.207801353260934
"171","26",28,0.953775940348587,"Porites compressa","Susceptible",0.669763879875177
"172","247",28,0.637689810844773,"Porites compressa","Susceptible",0.493286596829352
"173","19",28,0.350752168796352,"Montipora capitata","Susceptible",0.300661599364552
"174","241",28,0.913223779151905,"Porites compressa","Susceptible",0.648789661741071
"175","209",28,0.181808085921758,"Montipora capitata","Susceptible",0.167045541945088
"176","blank",28,NA,NA,NA,NA
"177","242",28,0.978596017923474,"Porites compressa","Resistant",0.682387511332168
"178","206",28,0.176831881066155,"Montipora capitata","Resistant",0.16282598125879
"179","41",28,0.354548910058533,"Porites compressa","Susceptible",0.303468491199713
"180","210",31,0.138153869025364,"Montipora capitata","Resistant",0.129407536603949
"181","26",31,0.950657939125811,"Porites compressa","Susceptible",0.6681667203474
"182","247",31,0.418575700600004,"Porites compressa","Susceptible",0.34965334049774
"183","19",31,0.301145103648779,"Montipora capitata","Susceptible",0.263244725708309
"184","241",31,0.691496564751888,"Porites compressa","Susceptible",0.525613678347937
"185","209",31,0.297276813400264,"Montipora capitata","Susceptible",0.260267308468379
"186","blank",31,NA,NA,NA,NA
"187","242",31,1.01793845070803,"Porites compressa","Resistant",0.702076421321596
"188","206",31,0.104361998063706,"Montipora capitata","Resistant",0.0992677909053326
"189","41",31,0.447045051922281,"Porites compressa","Susceptible",0.369523581872537
"190","210",34,0.0354176887885331,"Montipora capitata","Resistant",0.0348049093541564
"191","26",34,0.619612000845801,"Porites compressa","Susceptible",0.482186614907494
"192","247",34,0.19698925600376,"Porites compressa","Susceptible",0.179809450765929
"193","19",34,0.212402668234572,"Montipora capitata","Susceptible",0.19260406698643
"194","241",34,0.247950322190614,"Porites compressa","Susceptible",0.221502463217951
"195","209",34,0.0742693126565647,"Montipora capitata","Susceptible",0.0716407213159435
"196","blank",34,NA,NA,NA,NA
"197","242",34,0.749894114253508,"Porites compressa","Resistant",0.559555279964
"198","206",34,0.0378276781422806,"Montipora capitata","Resistant",0.0371297576115513
"199","41",34,0.247206843105102,"Porites compressa","Susceptible",0.220906525520834
"200","210",38,-0.0192143671920098,"Montipora capitata","Resistant",-0.0194013623495776
"201","26",38,0.0269936311857718,"Porites compressa","Susceptible",0.0266357295501448
"202","247",38,-0.0539715979700023,"Porites compressa","Susceptible",-0.0554826870934246
"203","19",38,0.12172214727617,"Montipora capitata","Susceptible",0.114865135858691
"204","241",38,-0.0859386320995667,"Porites compressa","Susceptible",-0.0898575676589062
"205","209",38,-0.267334208020836,"Montipora capitata","Susceptible",-0.311065626528388
"206","blank",38,NA,NA,NA,NA
"207","242",38,0.0732281433048594,"Porites compressa","Resistant",0.0706710629534679
"208","206",38,-0.0614741260585437,"Montipora capitata","Resistant",-0.0634448538721452
"209","41",38,-0.078875579927973,"Porites compressa","Susceptible",-0.0821601594817893
"210","213",18,-0.366154461271302,"Montipora capitata","Susceptible",-0.455949983992923
"211","248",18,0.24582572640623,"Porites compressa","Resistant",0.219798544135389
"212","214",18,0.0237687026820323,"Montipora capitata","Resistant",0.0234906248163477
"213","239",18,0.198967871112104,"Porites compressa","Susceptible",0.181461079282764
"214","43",18,0.283275556080743,"Porites compressa","Susceptible",0.249415837382313
"215","205",18,0.157806338034044,"Montipora capitata","Susceptible",0.146527126852348
"216","244",18,0.435661433480357,"Porites compressa","Resistant",0.361625672270931
"217","221",18,0.271663125907683,"Montipora capitata","Susceptible",0.240325591719231
"218","28",18,0.0230588323807306,"Porites compressa","Susceptible",0.0227969949744556
"219","blank",18,NA,NA,NA,NA
"220","213",22,0.212970792426488,"Montipora capitata","Susceptible",0.19307255088099
"221","248",22,0.228665600292756,"Porites compressa","Resistant",0.205928702667661
"222","214",22,0.0622529465245442,"Montipora capitata","Resistant",0.060392073861179
"223","239",22,0.116069759662613,"Porites compressa","Susceptible",0.10981337066379
"224","43",22,0.524522101902762,"Porites compressa","Susceptible",0.42168098514545
"225","205",22,0.13328470893043,"Montipora capitata","Susceptible",0.125120238148693
"226","244",22,0.763447455199022,"Porites compressa","Resistant",0.567270674502419
"227","221",22,0.0214567350744235,"Montipora capitata","Susceptible",0.0212297800706152
"228","28",22,0.20265470952894,"Porites compressa","Susceptible",0.184531371295156
"229","blank",22,NA,NA,NA,NA
"230","213",25,-0.0395026884135835,"Montipora capitata","Susceptible",-0.0403040957504606
"231","248",25,0.665303008984995,"Porites compressa","Resistant",0.510007094253088
"232","214",25,0.0719764547236079,"Montipora capitata","Resistant",0.0695040985301693
"233","239",25,0.68295810830512,"Porites compressa","Susceptible",0.520553023814579
"234","43",25,0.640079664323669,"Porites compressa","Susceptible",0.494744816463456
"235","205",25,0.41012058325249,"Montipora capitata","Susceptible",0.343675220770674
"236","244",25,1.33143505508774,"Porites compressa","Resistant",0.84648398145804
"237","221",25,0.286316052567963,"Montipora capitata","Susceptible",0.251782359670128
"238","28",25,0.341168419902398,"Porites compressa","Susceptible",0.29354118918181
"239","blank",25,NA,NA,NA,NA
"240","213",28,0.25313496378645,"Montipora capitata","Susceptible",0.225648382632468
"241","248",28,0.620419062962961,"Porites compressa","Resistant",0.482684796633507
"242","214",28,0.0781035254226257,"Montipora capitata","Resistant",0.0752035025906335
"243","239",28,0.708919287701169,"Porites compressa","Susceptible",0.535861175224839
"244","43",28,0.82019653535114,"Porites compressa","Susceptible",0.598944481715256
"245","205",28,0.298874746835907,"Montipora capitata","Susceptible",0.261498310280373
"246","244",28,0.343174062029388,"Porites compressa","Resistant",0.295035516015073
"247","221",28,0.11330253900698,"Montipora capitata","Susceptible",0.107330858363397
"248","28",28,0.37304373647608,"Porites compressa","Susceptible",0.317029980958805
"249","blank",28,NA,NA,NA,NA
"250","213",31,0.159913449970567,"Montipora capitata","Susceptible",0.148345390240314
"251","248",31,0.547452809958343,"Porites compressa","Resistant",0.436610230739014
"252","214",31,0.0690322021864945,"Montipora capitata","Resistant",0.0667537552435446
"253","239",31,0.799245296696556,"Porites compressa","Susceptible",0.587367297366821
"254","43",31,0.600457183693011,"Porites compressa","Susceptible",0.470289328238024
"255","205",31,0.335606834915034,"Montipora capitata","Susceptible",0.289385746560816
"256","244",31,1.43048066524629,"Porites compressa","Resistant",0.888089042419804
"257","221",31,0.219729043374012,"Montipora capitata","Susceptible",0.198628738483214
"258","28",31,0.381867494541281,"Porites compressa","Susceptible",0.323435841256185
"259","blank",31,NA,NA,NA,NA
"260","213",34,0.169562064623632,"Montipora capitata","Susceptible",0.156629375000049
"261","248",34,0.212141969540049,"Porites compressa","Resistant",0.192389017371367
"262","214",34,0.0602390411082098,"Montipora capitata","Resistant",0.058494393179753
"263","239",34,0.137227461292971,"Porites compressa","Susceptible",0.128593248667911
"264","43",34,0.273011927815005,"Porites compressa","Susceptible",0.241385689378195
"265","205",34,0.083765882307212,"Montipora capitata","Susceptible",0.0804419039599834
"266","244",34,0.885995131638547,"Porites compressa","Resistant",0.634455602892211
"267","221",34,-0.0560365491494853,"Montipora capitata","Susceptible",-0.0576678309055411
"268","28",34,0.23147049548764,"Porites compressa","Susceptible",0.208208980100337
"269","blank",34,NA,NA,NA,NA
"270","213",38,-0.579567958563456,"Montipora capitata","Susceptible",-0.866472426336234
"271","248",38,-0.195755880661244,"Porites compressa","Resistant",-0.217852424871387
"272","214",38,-0.10703356237599,"Montipora capitata","Resistant",-0.113206282659621
"273","239",38,-0.106339757239346,"Porites compressa","Susceptible",-0.112429617697504
"274","43",38,-0.317333897350791,"Porites compressa","Susceptible",-0.381749407688637
"275","205",38,-0.0886624844296341,"Montipora capitata","Susceptible",-0.0928419612360269
"276","244",38,-0.0294261393287787,"Porites compressa","Resistant",-0.0298677734768831
"277","221",38,-0.00860149023844307,"Montipora capitata","Susceptible",-0.00863869656246107
"278","28",38,-0.0919103434155137,"Porites compressa","Susceptible",-0.0964121645235759
"279","blank",38,NA,NA,NA,NA
"280","238",18,0.332885717532589,"Porites compressa","Susceptible",0.287346304237384
"281","235",18,0.359237245930553,"Porites compressa","Susceptible",0.30692369383309
"282","203",18,0.0656338219633652,"Montipora capitata","Susceptible",0.0635697601307752
"283","225",18,0.367226046840482,"Porites compressa","Susceptible",0.312783903866913
"284","blank",18,NA,NA,NA,NA
"285","234",18,0.133934099637194,"Porites compressa","Resistant",0.125693090422209
"286","20",18,0.0838701803640613,"Montipora capitata","Resistant",0.0805381360339241
"287","29",18,0.304346040298251,"Porites compressa","Resistant",0.265701796627394
"288","238",22,0.407257837366052,"Porites compressa","Susceptible",0.341643014624197
"289","235",22,0.489655366497387,"Porites compressa","Susceptible",0.39854479555118
"290","203",22,0.124390417532354,"Montipora capitata","Susceptible",0.117241037719682
"291","225",22,0.381518223670191,"Porites compressa","Susceptible",0.323183056514158
"292","blank",22,NA,NA,NA,NA
"293","234",22,0.207414075790396,"Porites compressa","Resistant",0.188480945246968
"294","20",22,0.190622933122847,"Montipora capitata","Resistant",0.174476643371608
"295","29",22,0.334817068183827,"Porites compressa","Resistant",0.288794254885419
"296","238",25,0.240822347140969,"Porites compressa","Susceptible",0.215774342986359
"297","235",25,0.561113250077571,"Porites compressa","Susceptible",0.445399188599048
"298","203",25,0.0306491211479348,"Montipora capitata","Susceptible",0.0301888184463837
"299","225",25,0.402387321959026,"Porites compressa","Susceptible",0.338176014338036
"300","blank",25,NA,NA,NA,NA
"301","234",25,0.171497396065978,"Porites compressa","Resistant",0.158282756228269
"302","20",25,0.10755490480877,"Montipora capitata","Resistant",0.102154797156432
"303","29",25,0.371179169533925,"Porites compressa","Resistant",0.315671077332572
"304","238",28,0.634005046985215,"Porites compressa","Susceptible",0.491034085163283
"305","235",28,0.761563449586538,"Porites compressa","Susceptible",0.566201738352849
"306","203",28,0.140786603567907,"Montipora capitata","Susceptible",0.131718027593436
"307","225",28,0.547987179332808,"Porites compressa","Susceptible",0.436955493048489
"308","blank",28,NA,NA,NA,NA
"309","234",28,0.383080659605883,"Porites compressa","Resistant",0.324313373184321
"310","20",28,0.220832430471605,"Montipora capitata","Resistant",0.19953294612936
"311","29",28,0.430088306372159,"Porites compressa","Resistant",0.357736195073
"312","238",31,0.515200195603343,"Porites compressa","Susceptible",0.415547572543744
"313","235",31,0.700441252658645,"Porites compressa","Susceptible",0.530887777769639
"314","203",31,0.0720420336089007,"Montipora capitata","Susceptible",0.0695652723359645
"315","225",31,0.664250170287693,"Porites compressa","Susceptible",0.509374673819652
"316","blank",31,NA,NA,NA,NA
"317","234",31,0.454764658619227,"Porites compressa","Resistant",0.374844140887603
"318","20",31,0.198754396931071,"Montipora capitata","Resistant",0.18128301513877
"319","29",31,0.460238407907474,"Porites compressa","Resistant",0.378599715476691
"320","238",34,0.160023722220113,"Porites compressa","Susceptible",0.148440455098923
"321","235",34,0.200621002820265,"Porites compressa","Susceptible",0.182838925286013
"322","203",34,0.0641940615549336,"Montipora capitata","Susceptible",0.0622177629681085
"323","225",34,0.299697286895951,"Porites compressa","Susceptible",0.262131381118385
"324","blank",34,NA,NA,NA,NA
"325","234",34,0.137061030663706,"Porites compressa","Resistant",0.128446890252827
"326","20",34,0.141083357182556,"Montipora capitata","Resistant",0.131978124462605
"327","29",34,0.120944629223537,"Porites compressa","Resistant",0.114171748778691
"328","238",38,-0.0910565477866941,"Porites compressa","Susceptible",-0.0954723955259472
"329","235",38,0.00983428785139788,"Porites compressa","Susceptible",0.00978624595771844
"330","203",38,-0.0260868468274347,"Montipora capitata","Susceptible",-0.0264331444356171
"331","225",38,0.0284634716578194,"Porites compressa","Susceptible",0.028065913347755
"332","blank",38,NA,NA,NA,NA
"333","234",38,-0.0519761891380128,"Porites compressa","Resistant",-0.0533756600995159
"334","20",38,-0.0152957652601825,"Montipora capitata","Resistant",-0.0154139521995783
"335","29",38,-0.17382652223016,"Porites compressa","Resistant",-0.190950505999466
