"","Colony_ID","Phenotype","Species","trait","estimate"
"118",41,"Susceptible","Porites compressa","Eh",1.62424183420601
"119",41,"Susceptible","Porites compressa","Topt_C",27.9134119878119
"120",41,"Susceptible","Porites compressa","Rmax_log",0.947909486849914
"121",213,"Susceptible","Montipora capitata","lnc",0.881843832901796
"122",213,"Susceptible","Montipora capitata","E",0.203939328970646
"123",213,"Susceptible","Montipora capitata","Eh",3.42475132134616
"124",213,"Susceptible","Montipora capitata","Topt_C",28.9810567119246
"125",213,"Susceptible","Montipora capitata","Rmax_log",0.872132564453313
"126",214,"Resistant","Montipora capitata","lnc",0.412068699086104
"127",214,"Resistant","Montipora capitata","E",0.181783106984215
"128",214,"Resistant","Montipora capitata","Eh",1.69455557264398
"129",214,"Resistant","Montipora capitata","Topt_C",29.185844232714
"130",214,"Resistant","Montipora capitata","Rmax_log",0.3493891605444
"131",221,"Susceptible","Montipora capitata","lnc",0.680793283638936
"132",221,"Susceptible","Montipora capitata","E",0.293805070967018
"133",221,"Susceptible","Montipora capitata","Eh",1.88846952070489
"134",221,"Susceptible","Montipora capitata","Topt_C",25.9939786256801
"135",221,"Susceptible","Montipora capitata","Rmax_log",0.473500692898377
"136",239,"Susceptible","Porites compressa","lnc",0.924310193208452
"137",239,"Susceptible","Porites compressa","E",0.296489570212407
"138",239,"Susceptible","Porites compressa","Eh",2.585811430967
"139",239,"Susceptible","Porites compressa","Topt_C",28.0700522262604
"140",239,"Susceptible","Porites compressa","Rmax_log",0.843234959220808
"141",244,"Resistant","Porites compressa","lnc",1.37774263340803
"142",244,"Resistant","Porites compressa","E",0.444619658603375
"143",244,"Resistant","Porites compressa","Eh",1.9823969912025
"144",244,"Resistant","Porites compressa","Topt_C",27.8847834360519
"145",244,"Resistant","Porites compressa","Rmax_log",1.17428237241795
"146",248,"Resistant","Porites compressa","lnc",1.15679621498579
"147",248,"Resistant","Porites compressa","E",0.410356757325711
"148",248,"Resistant","Porites compressa","Eh",2.1869418788799
"149",248,"Resistant","Porites compressa","Topt_C",27.7470087730596
"150",248,"Resistant","Porites compressa","Rmax_log",0.988360393852534
"151",28,"Susceptible","Porites compressa","lnc",1.16835927999315
"152",28,"Susceptible","Porites compressa","E",0.328574377441171
"153",28,"Susceptible","Porites compressa","Eh",2.31274540764112
"154",28,"Susceptible","Porites compressa","Topt_C",28.0037928456976
"155",28,"Susceptible","Porites compressa","Rmax_log",1.05745475114919
"156",43,"Susceptible","Porites compressa","lnc",1.18660396571575
"157",43,"Susceptible","Porites compressa","E",0.467815171468809
"158",43,"Susceptible","Porites compressa","Eh",1.80210577716985
"159",43,"Susceptible","Porites compressa","Topt_C",26.3948208193186
"160",43,"Susceptible","Porites compressa","Rmax_log",0.84951777821137
"161",20,"Resistant","Montipora capitata","lnc",1.1035167045047
"162",20,"Resistant","Montipora capitata","E",0.47555460786
"163",20,"Resistant","Montipora capitata","Eh",1.41061160894103
"164",20,"Resistant","Montipora capitata","Topt_C",27.3018091558616
"165",20,"Resistant","Montipora capitata","Rmax_log",0.710808970430738
"166",203,"Susceptible","Montipora capitata","lnc",0.558068054662449
"167",203,"Susceptible","Montipora capitata","E",0.203076280049904
"168",203,"Susceptible","Montipora capitata","Eh",1.9866916524069
"169",203,"Susceptible","Montipora capitata","Topt_C",28.6453233599487
"170",203,"Susceptible","Montipora capitata","Rmax_log",0.493030689032432
"171",225,"Susceptible","Porites compressa","lnc",1.13902122378215
"172",225,"Susceptible","Porites compressa","E",0.359055507106826
"173",225,"Susceptible","Porites compressa","Eh",2.02857773461753
"174",225,"Susceptible","Porites compressa","Topt_C",28.6864869214721
"175",225,"Susceptible","Porites compressa","Rmax_log",1.0217640477296
"176",234,"Resistant","Porites compressa","lnc",1.44755610116812
"177",234,"Resistant","Porites compressa","E",0.68031941783622
"178",234,"Resistant","Porites compressa","Eh",2.00431921162785
"179",234,"Resistant","Porites compressa","Topt_C",28.5761027514505
"180",234,"Resistant","Porites compressa","Rmax_log",1.17026218166596
"181",235,"Susceptible","Porites compressa","lnc",1.40823015625501
"182",235,"Susceptible","Porites compressa","E",0.528783307922576
"183",235,"Susceptible","Porites compressa","Eh",1.66329747229598
"184",235,"Susceptible","Porites compressa","Topt_C",27.8938434832501
"185",235,"Susceptible","Porites compressa","Rmax_log",1.08631515954426
"186",238,"Resistant","Porites compressa","lnc",1.16776573537212
"187",238,"Resistant","Porites compressa","E",0.305355579431472
"188",238,"Resistant","Porites compressa","Eh",1.88811123172167
"189",238,"Resistant","Porites compressa","Topt_C",27.5337834586612
"190",238,"Resistant","Porites compressa","Rmax_log",1.01230767699798
"191",29,"Resistant","Porites compressa","lnc",1.53793819181936
"192",29,"Resistant","Porites compressa","E",0.605622997599484
"193",29,"Resistant","Porites compressa","Eh",1.45204192855933
"194",29,"Resistant","Porites compressa","Topt_C",26.3394405298262
"195",29,"Resistant","Porites compressa","Rmax_log",0.94659832753778
