"","Colony_ID","Phenotype","Species","trait","estimate","Year"
"393","43","Susceptible","Porites compressa","Eh",1.80210578417749,"2025"
"394","43","Susceptible","Porites compressa","Topt_C",26.3948208432149,"2025"
"395","43","Susceptible","Porites compressa","Rmax_log",0.849517778004779,"2025"
"396","20","Resistant","Montipora capitata","lnc",1.10351670510625,"2025"
"397","20","Resistant","Montipora capitata","E",0.475554606461375,"2025"
"398","20","Resistant","Montipora capitata","Eh",1.41061160325683,"2025"
"399","20","Resistant","Montipora capitata","Topt_C",27.301809141746,"2025"
"400","20","Resistant","Montipora capitata","Rmax_log",0.710808969561684,"2025"
"401","203","Susceptible","Montipora capitata","lnc",0.558068061264366,"2025"
"402","203","Susceptible","Montipora capitata","E",0.203076285564799,"2025"
"403","203","Susceptible","Montipora capitata","Eh",1.98669161153047,"2025"
"404","203","Susceptible","Montipora capitata","Topt_C",28.6453232860419,"2025"
"405","203","Susceptible","Montipora capitata","Rmax_log",0.493030689450163,"2025"
"406","225","Susceptible","Porites compressa","lnc",1.13902122317503,"2025"
"407","225","Susceptible","Porites compressa","E",0.359055506961457,"2025"
"408","225","Susceptible","Porites compressa","Eh",2.02857773786176,"2025"
"409","225","Susceptible","Porites compressa","Topt_C",28.686486929925,"2025"
"410","225","Susceptible","Porites compressa","Rmax_log",1.02176404790858,"2025"
"411","234","Resistant","Porites compressa","lnc",1.4475561094566,"2025"
"412","234","Resistant","Porites compressa","E",0.680319425010844,"2025"
"413","234","Resistant","Porites compressa","Eh",2.004319203901,"2025"
"414","234","Resistant","Porites compressa","Topt_C",28.5761027234287,"2025"
"415","234","Resistant","Porites compressa","Rmax_log",1.17026218157389,"2025"
"416","235","Susceptible","Porites compressa","lnc",1.4082301491884,"2025"
"417","235","Susceptible","Porites compressa","E",0.528783302763038,"2025"
"418","235","Susceptible","Porites compressa","Eh",1.66329747720814,"2025"
"419","235","Susceptible","Porites compressa","Topt_C",27.8938435060608,"2025"
"420","235","Susceptible","Porites compressa","Rmax_log",1.08631515935384,"2025"
"421","238","Resistant","Porites compressa","lnc",1.16776573104275,"2025"
"422","238","Resistant","Porites compressa","E",0.305355575826989,"2025"
"423","238","Resistant","Porites compressa","Eh",1.88811124214728,"2025"
"424","238","Resistant","Porites compressa","Topt_C",27.5337834809287,"2025"
"425","238","Resistant","Porites compressa","Rmax_log",1.01230767663639,"2025"
"426","29","Resistant","Porites compressa","lnc",1.53793818725096,"2025"
"427","29","Resistant","Porites compressa","E",0.605622997021598,"2025"
"428","29","Resistant","Porites compressa","Eh",1.45204193448536,"2025"
"429","29","Resistant","Porites compressa","Topt_C",26.3394405518114,"2025"
"430","29","Resistant","Porites compressa","Rmax_log",0.946598328343633,"2025"
