Coral_ID,Species,Bleach,Date,Period,Months,Protein,Sym_density,Chl,CaCO3,internal_volume_percent,TAC_CRE,ug_Chl_a_per_zoox,pg_Chl_a_per_zoox,Citrate_synthase,AFDW,Endolithic,PPO,Melanin_per_tissue,Lipid,Pmax,R,PR
209,Montipora capitata,Bleach,2020-11-05,Recovery,12,0.226321561,2.375176954,8.536424704,1.96512932,55.73385756,8487.883204,3.59e-6,3.59,653.732827,3.046710775,0,0.570091705,0.000546243,3.136188331,,,
210,Montipora capitata,Non-bleach,2020-11-05,Recovery,12,0.28741568,2.694637983,13.19783092,1.657044397,44.26502047,13553.76139,4.90e-6,4.9,686.6208097,5.389856004,0,0.371712437,0.000757143,4.103203918,,,
211,Montipora capitata,Bleach,2020-11-05,Recovery,12,0.282563383,1.294787525,9.695194653,2.168678264,60.99463958,9747.920297,7.49e-6,7.49,311.0728908,2.930912197,0,0.40280532,0.000957143,1.499096411,,,
212,Montipora capitata,Non-bleach,2020-11-05,Recovery,12,0.246903253,1.533529792,9.503202481,2.369475521,63.61787327,10045.1722,6.20e-6,6.2,781.4355935,3.032227808,0,0.360319444,0.000587302,3.806519917,,,
217,Montipora capitata,Bleach,2020-11-05,Recovery,12,0.206210594,0.295403258,0.981297599,2.061239168,58.70205015,12210.94855,3.32e-6,3.32,630.1596758,2.881055065,0,0.529384297,0.000434524,2.472479998,,,
218,Montipora capitata,Non-bleach,2020-11-05,Recovery,12,0.237862002,1.245206832,10.80190026,1.748666589,49.84632032,10393.32823,8.67e-6,8.67,633.5974708,4.018842484,0,0.397371535,0.00058,5.206114862,,,
219,Montipora capitata,Bleach,2020-11-05,Recovery,12,0.288738313,1.462875928,15.40859302,1.699467934,48.89754178,9670.259739,1.05e-5,10.53,315.3578787,3.207684198,0,0.42340397,0.000765464,3.635375424,,,
220,Montipora capitata,Non-bleach,2020-11-05,Recovery,12,0.351143555,1.462942262,7.462174534,2.269619266,61.30848787,12319.70912,5.10e-6,5.1,799.9189768,3.327934895,0,0.502160392,0.000586694,1.974243045,,,
221,Montipora capitata,Bleach,2020-11-05,Recovery,12,0.052287065,0.313295812,1.966223368,2.120217762,69.96642456,7652.752596,6.28e-6,6.28,409.1889982,1.111610429,0,0.314583556,0.000881868,1.19839405,,,
222,Montipora capitata,Non-bleach,2020-11-05,Recovery,12,0.270798637,0.653449146,7.267778735,1.91404227,52.83334486,7738.209089,1.11e-5,11.12,724.5464699,2.96324725,0,0.462539744,0.000821229,2.556394081,,,
229,Porites compressa,Bleach,2020-11-05,Recovery,12,0.330286029,0.311400036,20.23640803,1.739570463,46.99516337,47627.04746,,,177.3344164,5.733859675,1,0.465861283,0.001580769,8.506519092,,,
230,Porites compressa,Non-bleach,2020-11-05,Recovery,12,0.405642683,0.985171133,20.70895914,1.487099984,36.49853852,28693.06191,2.10e-5,21.02,132.2030763,6.876651618,1,0.409960855,0.001956522,6.565842505,,,
237,Porites compressa,Bleach,2020-11-05,Recovery,12,0.364411226,0.766240444,26.01221567,1.264080033,24.47234733,87574.52494,3.39e-5,33.95,112.243127,4.363546953,1,0.373885511,0.002546875,3.457993661,,,
238,Porites compressa,Non-bleach,2020-11-05,Recovery,12,0.213410897,0.134589306,14.41896024,1.780891354,49.40054732,61935.32328,,,57.77967776,2.853970991,0,2.596707976,0.001193182,3.812905244,,,
239,Porites compressa,Bleach,2020-11-05,Recovery,12,0.419400199,1.659819429,22.71185759,1.281342925,26.673388,30909.33503,1.37e-5,13.68,145.2342182,4.046289754,1,0.511536731,0.002137795,3.144381197,,,
240,Porites compressa,Non-bleach,2020-11-05,Recovery,12,0.617427276,1.05904533,36.54622279,1.144244754,15.20986963,30188.27859,3.45e-5,34.51,131.0446221,10.19062352,0,0.885566848,0.001227907,16.58435449,,,
243,Porites compressa,Bleach,2020-11-05,Recovery,12,0.293124019,1.213199819,20.92324732,1.765938602,47.03317762,67785.78014,1.72e-5,17.25,45.47705379,3.365814188,1,0.87143328,0.000707386,3.468980906,,,
244,Porites compressa,Non-bleach,2020-11-05,Recovery,12,0.476341779,1.391089228,24.45696452,1.653315638,43.32150705,64993.72795,1.76e-5,17.58,85.91487586,4.879551094,1,0.755267091,0.001245413,4.359941614,,,
247,Porites compressa,Bleach,2020-11-05,Recovery,12,0.358651665,3.025875779,21.78099316,1.707037879,44.69714303,65434.70967,7.20e-6,7.2,43.47906689,3.637730929,1,0.770917375,0.001070513,3.828354384,,,
248,Porites compressa,Non-bleach,2020-11-05,Recovery,12,0.375072103,2.697668661,19.50508022,1.601504948,41.3749021,71937.79115,7.23e-6,7.23,68.3657179,2.547796432,0,1.076740817,0.000991935,1.400970357,,,
3,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.222354939,1.551809698,17.8394633,2.000269704,52.99443866,91085.13042,1.15e-5,11.5,984.910839,6.507089669,0,0.854546526,0.00075,11.27103203,,,
4,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.362600444,1.513831569,8.874261694,2.328977266,61.1866163,57460.84559,5.86e-6,5.86,713.5460042,4.946856294,0,0.945793377,0.000778378,12.07417158,,,
11,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.21704258,0.685163428,7.817879029,2.074542151,59.03458865,145057.2519,1.14e-5,11.41,1171.066467,6.236119137,0,1.414761573,0.000591549,3.580954398,,,
12,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.339446639,2.10579473,11.56846099,2.386092901,61.4048462,67600.0961,5.49e-6,5.49,741.9134454,6.383775805,0,1.190586906,0.000405983,6.860249551,,,
19,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.095208153,1.650860691,15.33040666,2.254661657,61.86647151,450764.4234,9.29e-6,9.29,1385.715933,4.891786658,0,0.637923477,0.000672131,4.262019019,,,
20,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.229425567,2.637494291,15.46165315,2.31364093,60.05535061,215419.1723,5.86e-6,5.86,750.2119722,5.548853539,0,0.813239963,0.000804348,6.557736001,,,
26,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.451017514,3.458037964,38.33875693,1.755710413,44.59078319,110771.4409,1.11e-5,11.09,174.8765434,11.83097971,1,0.835840856,0.001762673,15.53175618,,,
27,Porites compressa,Bleach,2021-03-21,Recovery,17,0.353133669,3.997913348,31.89074707,1.891098917,48.96185198,7632.320172,7.98e-6,7.98,194.3427088,10.2543541,1,1.417145323,0.002363128,,,,
41,Porites compressa,Bleach,2021-03-21,Recovery,17,0.732006645,3.749251914,31.60237494,1.391778727,30.51029694,7411.148665,8.43e-6,8.43,281.2303551,15.34087266,0,1.133791941,0.001916185,22.53190672,,,
42,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.400804514,1.652423641,26.07567711,1.525927997,37.39201008,12400.15475,1.58e-5,15.78,168.9762983,11.27738092,1,1.309345584,0.00168,6.388103949,,,
43,Porites compressa,Bleach,2021-03-21,Recovery,17,0.423235878,2.877789188,18.87930631,1.867497125,48.34931826,2865.197149,6.56e-6,6.56,172.231803,8.581360846,1,0.91318677,0.002233871,7.745403229,,,
44,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.510665263,3.190885255,29.96481686,1.693789213,44.17830498,4533.501367,9.39e-6,9.39,182.0431227,8.533834801,1,1.06494061,0.002147368,5.722014112,,,
45,Porites compressa,Bleach,2021-03-21,Recovery,17,0.664795753,4.389430904,22.61595783,1.747697664,44.66005187,2322.355162,5.15e-6,5.15,108.0683112,11.38892203,1,0.949474324,0.003037129,12.07020066,,,
46,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.679192605,4.276966941,14.74832235,1.896,49.45260152,36250.0193,3.45e-6,3.45,129.198893,11.32562389,1,1.289320126,0.002770588,11.87966465,,,
201,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.163076103,1.107128753,12.2855742,2.353214759,59.84110688,19216.38873,1.11e-5,11.1,0,4.945965927,0,1.020600377,0.000429612,2.820800539,,,
202,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.241695891,2.118103446,14.32932493,2.29468373,61.13506368,20811.28874,6.77e-6,6.77,1015.338956,5.591067657,0,1.75219209,0.000502174,3.420949752,,,
203,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.267252321,1.411189135,7.541907653,2.054,57.81917477,16277.34481,5.34e-6,5.34,1203.708485,5.707403375,0,0.825815882,0.000845304,8.364913071,,,
204,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.329207427,1.805580764,18.92456677,2.312401243,58.5667903,12947.96238,1.05e-5,10.48,771.6424128,6.852164736,0,1.527692477,0.000698276,14.44436326,,,
209,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.232036292,1.772220188,12.81086617,2.297208736,61.86389785,10641.53479,7.23e-6,7.23,869.9268792,5.511647749,0,0.927019729,0.001486842,6.016758324,,,
210,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.186284953,1.712720936,13.96951511,2.018756349,57.97244426,11312.24906,8.16e-6,8.16,859.2988599,5.701011945,0,0.809838737,0.000813025,8.313975753,,,
211,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.220221165,0.962520899,13.40149591,1.829551654,53.82734236,12580.54009,1.39e-5,13.92,323.9215899,5.207352236,0,0.635484414,0.001326255,5.515033026,,,
212,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.478091507,3.052015267,18.04061724,2.043970447,55.24142594,10512.19354,5.91e-6,5.91,837.3053863,7.926521899,0,1.285322144,0.002008065,10.96190506,,,
217,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.257783372,1.856587151,19.57690131,2.384732872,62.17142146,13721.18661,1.05e-5,10.54,786.909176,5.611259105,0,1.268501887,0.000572581,,,,
218,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.411282589,1.519151041,5.809947268,1.995921157,56.01777279,8084.046384,3.82e-6,3.82,808.2894232,6.701896995,0,1.621065465,0.0015,3.020183039,,,
219,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.190101178,1.378476754,10.10050675,1.776003204,50.73249475,23798.18681,7.33e-6,7.33,1449.292379,4.379982559,0,0.640598907,0.000384906,3.208498253,,,
220,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.281951564,1.652044114,13.03974379,1.653417648,48.44320808,15058.08763,7.89e-6,7.89,785.4174234,5.992987538,0,0.735586078,0.000397436,6.327479866,,,
221,Montipora capitata,Bleach,2021-03-21,Recovery,17,0.208956831,1.695784298,15.63422212,2.003668097,53.6032,15851.01118,9.22e-6,9.22,1138.484243,7.841403923,0,0.755265637,0.000511561,5.925085983,,,
222,Montipora capitata,Non-bleach,2021-03-21,Recovery,17,0.189138173,1.372515177,13.77105131,1.923622014,53.88041259,17305.74344,1.00e-5,10.03,873.7877214,4.133930519,0,0.830181176,0.000847826,2.921245438,,,
229,Porites compressa,Bleach,2021-03-21,Recovery,17,0.062002855,0.727508494,4.945934507,1.806524463,65.65376843,63716.45077,6.80e-6,6.8,100.361256,1.978514937,0,0.856376167,0.001541667,2.017404665,,,
230,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.546071484,2.814951633,46.63304486,1.549062826,38.81934085,30412.21148,1.66e-5,16.57,100.9477176,11.75488638,0,0.892603975,0.001571739,12.37982971,,,
237,Porites compressa,Bleach,2021-03-21,Recovery,17,0.61055658,6.553729866,23.38584227,1.444972489,34.03510875,93675.70469,3.57e-6,3.57,130.8142703,11.54917244,1,1.238544601,0.003688235,10.90306489,,,
238,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.688452602,3.521731916,41.02736484,1.556857675,38.29277067,58968.98508,1.16e-5,11.65,32.24732369,12.85705284,1,1.24685613,0.002370968,14.5579859,,,
239,Porites compressa,Bleach,2021-03-21,Recovery,17,0.369016044,3.529500561,16.72202782,1.596882138,39.64211841,95860.34685,4.74e-6,4.74,10.88702931,9.10125055,1,0.910430381,0.005021739,9.254298485,,,
240,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.715391544,4.49381158,27.7436376,1.675331918,43.01016995,45480.50103,6.17e-6,6.17,41.31892229,15.04649163,1,0.94800289,0.00198913,16.9444236,,,
243,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.673880837,3.839521777,26.21060322,1.527842962,36.3265551,63795.65406,6.83e-6,6.83,85.25879728,14.38581371,1,0.468713191,0.001907834,8.033816739,,,
244,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.85203833,4.015427514,33.88790716,1.813768193,46.15302912,70477.05583,8.44e-6,8.44,154.4363679,11.86580177,0,0.643271885,0.00252,10.54737935,,,
247,Porites compressa,Bleach,2021-03-21,Recovery,17,0.392829463,3.522417182,25.29578655,1.777749843,45.93993308,63185.33105,7.18e-6,7.18,43.08787549,12.10885878,0,0.598763818,0.001322519,15.1099768,,,
248,Porites compressa,Non-bleach,2021-03-21,Recovery,17,0.441492859,3.023499915,32.37103979,1.492608252,35.17468598,56920.9049,1.07e-5,10.71,113.4094511,10.80754535,0,1.070774102,0.001356574,6.720982423,,,
4,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.475481823,2.512175849,6.877873693,2.182720424,57.70159852,8270.018353,2.74e-6,2.74,979.6115634,6.827215752,0,0.463180779,0.000748178,6.25768033,,,
11,Montipora capitata,Bleach,2021-06-25,Recovery,20,0.264959793,1.647722587,5.602189066,2.250569243,60.05686371,12264.6778,3.40e-6,3.4,1185.200394,5.446178738,0,1.07152603,0.000953933,6.540036419,,,
12,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.19215144,1.071100758,5.17260174,1.940288403,53.98058595,15123.10787,4.83e-6,4.83,1601.114712,5.61466828,0,0.607714477,0.000435294,7.661597126,,,
19,Montipora capitata,Bleach,2021-06-25,Recovery,20,0.191874469,1.56752775,5.438281168,1.705147818,47.62423334,11860.51191,3.47e-6,3.47,1372.547947,5.582323728,0,0.605855928,0.000765399,6.668704094,,,
20,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.249562531,2.269669122,11.20272856,2.051081276,55.89563113,8284.266081,4.94e-6,4.94,862.1092285,5.385667356,0,0.317503859,0.001578879,4.702900196,,,
26,Porites compressa,Non-bleach,2021-06-25,Recovery,20,0.415416556,2.765043162,25.30545179,1.618651177,40.50743231,35468.24003,9.15e-6,9.15,499.1222534,8.908828034,0,0.419196423,0.00314943,8.316160488,,,
27,Porites compressa,Bleach,2021-06-25,Recovery,20,0.385176031,2.457535311,15.11757191,1.521500472,36.91234838,51850.72585,6.15e-6,6.15,235.4182091,10.93592575,1,0.476749637,0.001933953,13.1515159,,,
41,Porites compressa,Bleach,2021-06-25,Recovery,20,0.493855792,3.317503052,20.16665682,1.520127459,36.92464728,33213.9496,6.08e-6,6.08,213.3126206,10.04846025,1,0.358964904,0.001411521,11.62263157,,,
42,Porites compressa,Non-bleach,2021-06-25,Recovery,20,0.570488611,2.740363327,24.54423323,1.400984886,32.38298543,118687.6697,8.96e-6,8.96,193.4477104,12.25093309,1,0.345338563,0.0023,13.573477,,,
43,Porites compressa,Bleach,2021-06-25,Recovery,20,0.433973549,2.620683847,12.37191372,1.72012503,44.26668023,147424.2467,4.72e-6,4.72,183.1036811,8.613119614,1,0.545833096,0.001589706,10.42885834,,,
44,Porites compressa,Non-bleach,2021-06-25,Recovery,20,0.406780207,1.617113203,10.39161631,1.638363636,42.01786034,5767.802837,6.43e-6,6.43,288.4525464,9.458230805,0,0.881666168,0.002262319,9.520211348,,,
45,Porites compressa,Bleach,2021-06-25,Recovery,20,0.494880875,3.829126977,18.1138905,1.803075989,47.50288541,60491.5728,4.73e-6,4.73,307.4773055,12.19953225,1,0.757911897,0.002976136,12.66030595,,,
46,Porites compressa,Non-bleach,2021-06-25,Recovery,20,0.437485993,3.352806672,16.58125757,1.70954925,43.55088039,5934.029402,4.95e-6,4.95,322.7255506,9.92326875,1,0.702517469,0.002828571,12.77900043,,,
