ColonyID,Species,Phenotype,Date,Score
209,Montipora capitata,Susceptible,5/8/2024,5
210,Montipora capitata,Resistant,5/8/2024,4
211,Montipora capitata,Susceptible,5/8/2024,5
212,Montipora capitata,Resistant,5/8/2024,5
213,Montipora capitata,Susceptible,5/8/2024,4
214,Montipora capitata,Resistant,5/8/2024,3
219,Montipora capitata,Susceptible,5/8/2024,3
220,Montipora capitata,Resistant,5/8/2024,2
221,Montipora capitata,Susceptible,5/8/2024,4
222,Montipora capitata,Resistant,5/8/2024,4
225,Porites compressa,Susceptible,5/8/2024,2
226,Porites compressa,Resistant,5/8/2024,1
233,Porites compressa,Susceptible,5/8/2024,2
234,Porites compressa,Resistant,5/8/2024,4
235,Porites compressa,Susceptible,5/8/2024,1
236,Porites compressa,Resistant,5/8/2024,3
237,Porites compressa,Susceptible,5/8/2024,1
238,Porites compressa,Resistant,5/8/2024,1
239,Porites compressa,Susceptible,5/8/2024,1
240,Porites compressa,Resistant,5/8/2024,5
241,Porites compressa,Susceptible,5/8/2024,2
242,Porites compressa,Resistant,5/8/2024,1
244,Porites compressa,Resistant,5/8/2024,1
245,Porites compressa,Susceptible,5/8/2024,2
247,Porites compressa,Susceptible,5/8/2024,1
248,Porites compressa,Resistant,5/8/2024,1
1,Montipora capitata,Susceptible,9/30/2024,3
2,Montipora capitata,Resistant,9/30/2024,2
3,Montipora capitata,Susceptible,9/30/2024,4
4,Montipora capitata,Resistant,9/30/2024,2
12,Montipora capitata,Resistant,9/30/2024,1
19,Montipora capitata,Susceptible,9/30/2024,5
20,Montipora capitata,Resistant,9/30/2024,1
26,Porites compressa,Resistant,9/30/2024,1
27,Porites compressa,Susceptible,9/30/2024,1
28,Porites compressa,Resistant,9/30/2024,1
29,Porites compressa,Susceptible,9/30/2024,2
41,Porites compressa,Susceptible,9/30/2024,2
42,Porites compressa,Resistant,9/30/2024,1
43,Porites compressa,Susceptible,9/30/2024,1
44,Porites compressa,Resistant,9/30/2024,1
201,Montipora capitata,Susceptible,9/30/2024,5
202,Montipora capitata,Resistant,9/30/2024,1
203,Montipora capitata,Susceptible,9/30/2024,3
204,Montipora capitata,Resistant,9/30/2024,1
205,Montipora capitata,Susceptible,9/30/2024,2
206,Montipora capitata,Resistant,9/30/2024,1
209,Montipora capitata,Susceptible,9/30/2024,5
210,Montipora capitata,Resistant,9/30/2024,3
211,Montipora capitata,Susceptible,9/30/2024,3
213,Montipora capitata,Susceptible,9/30/2024,2
214,Montipora capitata,Resistant,9/30/2024,2
219,Montipora capitata,Susceptible,9/30/2024,4
220,Montipora capitata,Resistant,9/30/2024,1
221,Montipora capitata,Susceptible,9/30/2024,4
225,Porites compressa,Susceptible,9/30/2024,2
226,Porites compressa,Resistant,9/30/2024,1
233,Porites compressa,Susceptible,9/30/2024,1
234,Porites compressa,Resistant,9/30/2024,1
235,Porites compressa,Susceptible,9/30/2024,1
236,Porites compressa,Resistant,9/30/2024,1
237,Porites compressa,Susceptible,9/30/2024,1
238,Porites compressa,Resistant,9/30/2024,1
239,Porites compressa,Susceptible,9/30/2024,1
240,Porites compressa,Resistant,9/30/2024,4
241,Porites compressa,Susceptible,9/30/2024,1
242,Porites compressa,Resistant,9/30/2024,1
243,Porites compressa,Susceptible,9/30/2024,1
244,Porites compressa,Resistant,9/30/2024,1
247,Porites compressa,Susceptible,9/30/2024,1
248,Porites compressa,Resistant,9/30/2024,1
1,Montipora capitata,Susceptible,1/8/2025,2
2,Montipora capitata,Resistant,1/8/2025,2
3,Montipora capitata,Susceptible,1/8/2025,2
4,Montipora capitata,Resistant,1/8/2025,2
11,Montipora capitata,Susceptible,1/8/2025,5
12,Montipora capitata,Resistant,1/8/2025,2
19,Montipora capitata,Susceptible,1/8/2025,4
20,Montipora capitata,Resistant,1/8/2025,2
26,Porites compressa,Resistant,1/8/2025,1
27,Porites compressa,Susceptible,1/8/2025,2
28,Porites compressa,Resistant,1/8/2025,2
29,Porites compressa,Susceptible,1/8/2025,1
43,Porites compressa,Susceptible,1/8/2025,1
44,Porites compressa,Resistant,1/8/2025,1
201,Montipora capitata,Susceptible,1/8/2025,3
202,Montipora capitata,Resistant,1/8/2025,3
203,Montipora capitata,Susceptible,1/8/2025,2
204,Montipora capitata,Resistant,1/8/2025,1
205,Montipora capitata,Susceptible,1/8/2025,1
206,Montipora capitata,Resistant,1/8/2025,2
209,Montipora capitata,Susceptible,1/8/2025,2
210,Montipora capitata,Resistant,1/8/2025,2
211,Montipora capitata,Susceptible,1/8/2025,2
212,Montipora capitata,Resistant,1/8/2025,5
213,Montipora capitata,Susceptible,1/8/2025,2
214,Montipora capitata,Resistant,1/8/2025,1
219,Montipora capitata,Susceptible,1/8/2025,1
220,Montipora capitata,Resistant,1/8/2025,1
221,Montipora capitata,Susceptible,1/8/2025,3
225,Porites compressa,Susceptible,1/8/2025,2
226,Porites compressa,Resistant,1/8/2025,1
233,Porites compressa,Susceptible,1/8/2025,1
234,Porites compressa,Resistant,1/8/2025,1
235,Porites compressa,Susceptible,1/8/2025,1
236,Porites compressa,Resistant,1/8/2025,2
237,Porites compressa,Susceptible,1/8/2025,1
238,Porites compressa,Resistant,1/8/2025,2
239,Porites compressa,Susceptible,1/8/2025,1
240,Porites compressa,Resistant,1/8/2025,3
241,Porites compressa,Susceptible,1/8/2025,1
242,Porites compressa,Resistant,1/8/2025,1
243,Porites compressa,Susceptible,1/8/2025,2
244,Porites compressa,Resistant,1/8/2025,1
247,Porites compressa,Susceptible,1/8/2025,1
248,Porites compressa,Resistant,1/8/2025,2
1,Montipora capitata,Susceptible,5/7/2025,2
2,Montipora capitata,Resistant,5/7/2025,1
3,Montipora capitata,Susceptible,5/7/2025,3
4,Montipora capitata,Resistant,5/7/2025,2
11,Montipora capitata,Susceptible,5/7/2025,5
12,Montipora capitata,Resistant,5/7/2025,2
13,Montipora capitata,Susceptible,5/7/2025,2
16,Montipora capitata,Resistant,5/7/2025,3
19,Montipora capitata,Susceptible,5/7/2025,3
20,Montipora capitata,Resistant,5/7/2025,1
26,Porites compressa,Resistant,5/7/2025,1
27,Porites compressa,Susceptible,5/7/2025,1
28,Porites compressa,Resistant,5/7/2025,2
29,Porites compressa,Susceptible,5/7/2025,2
41,Porites compressa,Susceptible,5/7/2025,1
42,Porites compressa,Resistant,5/7/2025,1
43,Porites compressa,Susceptible,5/7/2025,1
44,Porites compressa,Resistant,5/7/2025,1
201,Montipora capitata,Susceptible,5/7/2025,4
202,Montipora capitata,Resistant,5/7/2025,1
203,Montipora capitata,Susceptible,5/7/2025,3
204,Montipora capitata,Resistant,5/7/2025,1
205,Montipora capitata,Susceptible,5/7/2025,2
206,Montipora capitata,Resistant,5/7/2025,2
207,Montipora capitata,Susceptible,5/7/2025,5
208,Montipora capitata,Resistant,5/7/2025,1
209,Montipora capitata,Susceptible,5/7/2025,2
210,Montipora capitata,Resistant,5/7/2025,3
211,Montipora capitata,Susceptible,5/7/2025,2
212,Montipora capitata,Resistant,5/7/2025,5
213,Montipora capitata,Susceptible,5/7/2025,1
214,Montipora capitata,Resistant,5/7/2025,1
215,Montipora capitata,Susceptible,5/7/2025,1
219,Montipora capitata,Susceptible,5/7/2025,2
220,Montipora capitata,Resistant,5/7/2025,1
221,Montipora capitata,Susceptible,5/7/2025,2
225,Porites compressa,Susceptible,5/7/2025,2
226,Porites compressa,Resistant,5/7/2025,1
233,Porites compressa,Susceptible,5/7/2025,1
234,Porites compressa,Resistant,5/7/2025,1
235,Porites compressa,Susceptible,5/7/2025,1
236,Porites compressa,Resistant,5/7/2025,1
237,Porites compressa,Susceptible,5/7/2025,1
238,Porites compressa,Resistant,5/7/2025,1
239,Porites compressa,Susceptible,5/7/2025,1
240,Porites compressa,Resistant,5/7/2025,3
241,Porites compressa,Susceptible,5/7/2025,1
242,Porites compressa,Resistant,5/7/2025,1
243,Porites compressa,Susceptible,5/7/2025,1
244,Porites compressa,Resistant,5/7/2025,1
247,Porites compressa,Susceptible,5/7/2025,1
248,Porites compressa,Resistant,5/7/2025,2
1,Montipora capitata,Susceptible,10/1/2025,3
2,Montipora capitata,Resistant,10/1/2025,2
3,Montipora capitata,Susceptible,10/1/2025,4
4,Montipora capitata,Resistant,10/1/2025,3
11,Montipora capitata,Susceptible,10/1/2025,5
12,Montipora capitata,Resistant,10/1/2025,1
15,Montipora capitata,Susceptible,10/1/2025,5
16,Montipora capitata,Resistant,10/1/2025,4
19,Montipora capitata,Susceptible,10/1/2025,4
20,Montipora capitata,Resistant,10/1/2025,2
26,Porites compressa,Resistant,10/1/2025,2
27,Porites compressa,Susceptible,10/1/2025,1
28,Porites compressa,Resistant,10/1/2025,1
29,Porites compressa,Susceptible,10/1/2025,2
41,Porites compressa,Susceptible,10/1/2025,3
42,Porites compressa,Resistant,10/1/2025,2
43,Porites compressa,Susceptible,10/1/2025,1
44,Porites compressa,Resistant,10/1/2025,1
201,Montipora capitata,Susceptible,10/1/2025,5
202,Montipora capitata,Resistant,10/1/2025,1
203,Montipora capitata,Susceptible,10/1/2025,5
204,Montipora capitata,Resistant,10/1/2025,1
205,Montipora capitata,Susceptible,10/1/2025,4
206,Montipora capitata,Resistant,10/1/2025,3
207,Montipora capitata,Susceptible,10/1/2025,4
208,Montipora capitata,Resistant,10/1/2025,2
209,Montipora capitata,Susceptible,10/1/2025,3
210,Montipora capitata,Resistant,10/1/2025,4
211,Montipora capitata,Susceptible,10/1/2025,3
213,Montipora capitata,Susceptible,10/1/2025,2
214,Montipora capitata,Resistant,10/1/2025,2
221,Montipora capitata,Susceptible,10/1/2025,4
225,Porites compressa,Susceptible,10/1/2025,2
226,Porites compressa,Resistant,10/1/2025,1
233,Porites compressa,Susceptible,10/1/2025,1
234,Porites compressa,Resistant,10/1/2025,1
235,Porites compressa,Susceptible,10/1/2025,1
236,Porites compressa,Resistant,10/1/2025,1
237,Porites compressa,Susceptible,10/1/2025,1
238,Porites compressa,Resistant,10/1/2025,1
239,Porites compressa,Susceptible,10/1/2025,1
240,Porites compressa,Resistant,10/1/2025,2
241,Porites compressa,Susceptible,10/1/2025,3
242,Porites compressa,Resistant,10/1/2025,1
243,Porites compressa,Susceptible,10/1/2025,1
244,Porites compressa,Resistant,10/1/2025,1
247,Porites compressa,Susceptible,10/1/2025,2
248,Porites compressa,Resistant,10/1/2025,1
