Date,Observer,Species,Phenotype,ColonyID,Color score,Notes
2024-01-18,Amelia Morgan,Montipora capitata,Susceptible,211,3,
2024-01-18,Amelia Morgan,Montipora capitata,Resistant,212,5,
2024-01-18,Amelia Morgan,Montipora capitata,Susceptible,213,3,
2024-01-18,Amelia Morgan,Montipora capitata,Resistant,214,2,
2024-01-18,Amelia Morgan,Montipora capitata,Susceptible,219,3,*
2024-01-18,Amelia Morgan,Montipora capitata,Resistant,220,2,
2024-01-18,Amelia Morgan,Montipora capitata,Susceptible,221,3,
2024-01-18,Amelia Morgan,Montipora capitata,Resistant,222,,
2024-01-18,Amelia Morgan,Porites compressa,Susceptible,225,2,
2024-01-18,Amelia Morgan,Porites compressa,Resistant,226,1,
2024-01-18,Amelia Morgan,Porites compressa,Susceptible,233,1,
2024-01-18,Amelia Morgan,Porites compressa,Resistant,234,1,
2024-01-18,Amelia Morgan,Porites compressa,Susceptible,235,1,
2024-01-18,Amelia Morgan,Porites compressa,Resistant,236,1,
2024-01-18,Amelia Morgan,Porites compressa,Susceptible,237,2,
2024-01-18,Amelia Morgan,Porites compressa,Resistant,238,1,
2024-01-18,Amelia Morgan,Porites compressa,Susceptible,239,1,
2024-01-18,Amelia Morgan,Porites compressa,Resistant,240,3,
2024-01-18,Amelia Morgan,Porites compressa,Susceptible,241,2,
2024-01-18,Amelia Morgan,Porites compressa,Resistant,242,1,
2024-01-18,Amelia Morgan,Porites compressa,Susceptible,243,2,
2024-01-18,Amelia Morgan,Porites compressa,Resistant,244,1,
2024-01-18,Amelia Morgan,Porites compressa,Susceptible,247,1,
2024-01-18,Amelia Morgan,Porites compressa,Resistant,248,1,
,,,,,,
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,1,4,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,2,2,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,3,4,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,4,3,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,11,5,-color sheet
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,12,2,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,15,5,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,16,2,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,19,4,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,20,1,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,26,2,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,27,1,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,28,1,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,29,2,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,41,2,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,42,2,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,43,2,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,44,1,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,45,,
2024-05-08,Amelia Morgan,Porites compressa,Resistant,46,,
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,201,5,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,202,2,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,203,5,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,204,2,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,205,5,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,206,4,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,207,4,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,208,3,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,209,5,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,210,4,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,211,5,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,212,5,-no color sheet
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,213,4,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,214,3,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,219,3,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,220,2,-
2024-05-08,Amelia Morgan,Montipora capitata,Susceptible,221,4,-
2024-05-08,Amelia Morgan,Montipora capitata,Resistant,222,4,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,225,2,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,226,1,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,233,2,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,234,4,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,235,1,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,236,3,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,237,1,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,238,1,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,239,1,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,240,5,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,241,2,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,242,1,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,243,,
2024-05-08,Amelia Morgan,Porites compressa,Resistant,244,1,-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,245,2,*-
2024-05-08,Amelia Morgan,Porites compressa,Susceptible,247,1,-
2024-05-08,Amelia Morgan,Porites compressa,Resistant,248,1,*-
,,,,,,
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,1,3,-no color sheet
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,2,2,-no color sheet
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,3,4,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,4,2,-
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,11,,
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,12,1,-
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,15,,
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,16,,
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,19,5,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,20,1,--
2024-09-30,Amelia Morgan,Porites compressa,Resistant,26,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,27,1,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,28,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,29,2,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,41,2,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,42,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,43,1,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,44,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,45,,
2024-09-30,Amelia Morgan,Porites compressa,Resistant,46,,
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,201,5,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,202,1,-
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,203,3,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,204,1,-
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,205,2,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,206,1,-
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,207,,
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,208,,
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,209,5,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,210,3,-
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,211,3,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,212,,
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,213,2,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,214,2,-
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,219,4,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,220,1,-
2024-09-30,Amelia Morgan,Montipora capitata,Susceptible,221,4,-
2024-09-30,Amelia Morgan,Montipora capitata,Resistant,222,,
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,225,2,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,226,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,233,1,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,234,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,235,1,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,236,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,237,1,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,238,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,239,1,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,240,4,*-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,241,1,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,242,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,243,1,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,244,1,-
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,245,,
2024-09-30,Amelia Morgan,Porites compressa,Susceptible,247,1,-
2024-09-30,Amelia Morgan,Porites compressa,Resistant,248,1,-
,,,,,,
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,1,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,2,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,3,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,4,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,11,5,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,12,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,15,,
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,16,,
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,19,4,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,20,2,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,26,1,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,27,2,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,28,2,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,29,1,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,41,,
2025-01-08,Amelia Morgan,Porites compressa,Resistant,42,,
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,43,1,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,44,1,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,45,,
2025-01-08,Amelia Morgan,Porites compressa,Resistant,46,,
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,201,3,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,202,3,-
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,203,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,204,1,-
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,205,1,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,206,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,207,,
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,208,,
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,209,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,210,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,211,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,212,5,*no color sheet
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,213,2,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,214,1,-
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,219,1,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,220,1,-
2025-01-08,Amelia Morgan,Montipora capitata,Susceptible,221,3,-
2025-01-08,Amelia Morgan,Montipora capitata,Resistant,222,,
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,225,2,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,226,1,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,233,1,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,234,1,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,235,1,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,236,2,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,237,1,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,238,2,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,239,1,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,240,3,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,241,1,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,242,1,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,243,2,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,244,1,-
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,245,,
2025-01-08,Amelia Morgan,Porites compressa,Susceptible,247,1,-
2025-01-08,Amelia Morgan,Porites compressa,Resistant,248,2,-
,,,,,,
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,1,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,2,1,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,3,3,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,4,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,11,5,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,12,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,13,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,15,,
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,16,3,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,19,3,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,20,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,26,1,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,27,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,28,2,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,29,2,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,41,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,42,1,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,43,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,44,1,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,45,,
2025-05-07,Amelia Morgan,Porites compressa,Resistant,46,,
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,201,4,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,202,1,"*no color sheet, mainly of tag"
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,203,3,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,204,1,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,205,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,206,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,207,5,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,208,1,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,209,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,210,3,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,211,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,212,5,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,213,1?,"*no color sheet, mainly of tag"
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,214,1,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,215,1,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,219,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,220,1,-
2025-05-07,Amelia Morgan,Montipora capitata,Susceptible,221,2,-
2025-05-07,Amelia Morgan,Montipora capitata,Resistant,222,,
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,225,2,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,226,1,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,233,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,234,1,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,235,1,"*no color sheet, just tag"
2025-05-07,Amelia Morgan,Porites compressa,Resistant,236,1,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,237,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,238,1,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,239,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,240,3,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,241,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,242,1,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,243,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,244,1,-
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,245,,
2025-05-07,Amelia Morgan,Porites compressa,Susceptible,247,1,-
2025-05-07,Amelia Morgan,Porites compressa,Resistant,248,2,-
,,,,,,
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,1,3,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,2,2,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,3,4,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,4,3,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,11,5,*no color sheet -
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,12,1,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,13,,
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,15,5,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,16,4,need tag in photo
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,19,4,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,20,2,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,26,2,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,27,1,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,28,1,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,29,2,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,41,3,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,42,2,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,43,1,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,44,1,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,45,,
2025-10-01,Amelia Morgan,Porites compressa,Resistant,46,,
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,201,5,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,202,1,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,203,5,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,204,1,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,205,4,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,206,3,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,207,4,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,208,2,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,209,3,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,210,4,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,211,3,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,212,,
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,213,2,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,214,2,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,215,,
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,219,dead,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,220,dead,-
2025-10-01,Amelia Morgan,Montipora capitata,Susceptible,221,4,-
2025-10-01,Amelia Morgan,Montipora capitata,Resistant,222,,
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,225,2,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,226,1,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,233,1,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,234,1,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,235,1,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,236,1,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,237,1,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,238,1,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,239,1,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,240,2,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,241,3,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,242,1,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,243,1,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,244,1,-
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,245,,
2025-10-01,Amelia Morgan,Porites compressa,Susceptible,247,2,-
2025-10-01,Amelia Morgan,Porites compressa,Resistant,248,1,-
,,,,,,
2026-03-21,Amelia Morgan,Montipora capitata,Susceptible,1,1,
2026-03-21,Amelia Morgan,Montipora capitata,Resistant,2,1,
2026-03-21,Amelia Morgan,Montipora capitata,Susceptible,3,3,
2026-03-21,Amelia Morgan,Montipora capitata,Resistant,4,1,
2026-03-21,Amelia Morgan,Montipora capitata,Susceptible,11,?,
2026-03-21,Amelia Morgan,Montipora capitata,Resistant,12,1,
2026-03-21,Amelia Morgan,Montipora capitata,Susceptible,13,,
2026-03-21,Amelia Morgan,Montipora capitata,Susceptible,15,?,
2026-03-21,Amelia Morgan,Montipora capitata,Resistant,16,?,
2026-03-21,Amelia Morgan,Montipora capitata,Susceptible,19,1,
2026-03-21,Amelia Morgan,Montipora capitata,Resistant,20,1,
2026-03-21,Amelia Morgan,Porites compressa,Resistant,26,?,
2026-03-21,Amelia Morgan,Porites compressa,Susceptible,27,1,
2026-03-21,Amelia Morgan,Porites compressa,Resistant,28,2,
2026-03-21,Amelia Morgan,Porites compressa,Susceptible,29,3,
2026-03-21,Amelia Morgan,Porites compressa,Susceptible,41,1,
2026-03-21,Amelia Morgan,Porites compressa,Resistant,42,1,
2026-03-21,Amelia Morgan,Porites compressa,Susceptible,43,2,
2026-03-21,Amelia Morgan,Porites compressa,Resistant,44,1,
2026-03-21,Amelia Morgan,Porites compressa,Susceptible,45,,
2026-03-21,Amelia Morgan,Porites compressa,Resistant,46,,
