"","Colony_ID","Pmax","alpha","Rd","Ik","Pgross","Date","Project","Species","Phenotype","Run","Chamber","Chamber_Volume_mL","Surface_Area_cm2","Notes"
"25","210",1.0733306001553,0.00287747201323112,-0.19558695880586,373.011655793674,0.877743641349436,2023-09-17,"TCB","Montipora capitata","Resistant",10,3,237,29.55521911,NA
"26","236",1.88548902150953,0.00406089428150156,-0.387013018966262,464.303892395926,1.49847600254327,2023-09-17,"TCB","Porites compressa","Resistant",9,4,236,25.03735805,NA
"27","27",2.29075319216758,0.00581949956341531,-0.413359291698287,393.634051726468,1.87739390046929,2023-09-17,"TCB","Porites compressa","Resistant",10,4,234,29.00149537,NA
"28","242",1.56435621429269,0.00258614184510443,-0.344129392285081,604.899618036813,1.22022682200761,2023-09-17,"TCB","Porites compressa","Resistant",9,5,237,20.69565458,NA
"29","248",2.64876995036419,0.00401844492714391,-0.352060368316462,659.152980415932,2.29670958204773,2023-09-17,"TCB","Porites compressa","Resistant",10,5,236,21.4366682,NA
"30","235",2.307065218835,0.00402400192558315,-0.346144714212161,573.326072278326,1.96092050462284,2023-09-17,"TCB","Porites compressa","Susceptible",9,6,237,22.1589835,NA
"31","209",1.28785662693487,0.00664594627983556,-0.260443140407898,193.780775935904,1.02741348652697,2023-09-17,"TCB","Montipora capitata","Susceptible",10,6,237,21.31851996,NA
"32","211",1.55760736536301,0.00359647240653703,-0.296416559566868,433.093094925981,1.26119080579614,2023-09-17,"TCB","Montipora capitata","Susceptible",9,7,236,27.63191855,NA
"33","247",1.39047355479484,0.00312685225718692,-0.21967817068886,444.687961063369,1.17079538410598,2023-09-17,"TCB","Porites compressa","Susceptible",10,7,235,28.66779108,NA
"34","212",1.23923728683312,0.00359179758211379,-0.314934669194372,345.018687301364,0.924302617638743,2023-09-17,"TCB","Montipora capitata","Resistant",9,8,239,19.69824764,NA
"35","233",2.25289396882242,0.00310987806574427,-0.324542517334365,724.43160831235,1.92835145148806,2023-09-17,"TCB","Porites compressa","Susceptible",10,8,237,24.71021272,NA
"36","238",1.58281333230835,0.00426731477587562,-0.350522314806212,370.915532469378,1.23229101750214,2023-09-17,"TCB","Porites compressa","Resistant",9,9,239,18.75799107,NA
"37","239",1.49589481263408,0.00525099116483608,-0.308674541034476,284.878562099195,1.1872202715996,2023-09-17,"TCB","Porites compressa","Susceptible",10,9,238,20.64626767,NA
"38","204",1.34375132080838,0.00403367371546866,-0.21617942176626,333.133370618267,1.12757189904212,2023-09-17,"TCB","Montipora capitata","Resistant",9,10,238,17.9887424,NA
"39","234",2.30484932979735,0.00436099645675594,-0.290493623530121,528.514377998802,2.01435570626723,2023-09-17,"TCB","Porites compressa","Resistant",10,10,233,27.38391964,NA
