"","Colony_ID","Run.x","Interval","Light_Value","N_points","O2_start","O2_end","DeltaT_min","DeltaT_max","O2_min","O2_max","Slope","Date","Project","Timepoint","Run.y","Chamber","Species","Phenotype","Chamber_Volume_mL","Notes","...11","...12","...13","X","Without_wax_weight_g","With_wax_weight_g","delta.mass.g","surface.area.cm2","Chamber_Volume_L","Slope_norm"
"11","243",2,4,707,200,-12.743535,-2.515535,148.1,158.05,-12.743535,-2.515535,1.08075455798036,2025-10-02,"CAREER - Phys","October_2025",2,1,"Porites compressa","Susceptible",240.826,NA,NA,NA,NA,318,3.7939,4.1396,0.3457,8.12364068678452,0.240826,1.92234349510502
"12","243",2,5,1013,200,-0.0130399999999895,15.35996,159.1,169.05,-0.0610399999999913,15.35996,1.60366022544283,2025-10-02,"CAREER - Phys","October_2025",2,1,"Porites compressa","Susceptible",240.826,NA,NA,NA,NA,318,3.7939,4.1396,0.3457,8.12364068678452,0.240826,2.8524384005371
"13","243",2,6,1284,200,18.573295,37.788295,170.1,180.05,18.573295,37.989295,1.9840827195593,2025-10-02,"CAREER - Phys","October_2025",2,1,"Porites compressa","Susceptible",240.826,NA,NA,NA,NA,318,3.7939,4.1396,0.3457,8.12364068678452,0.240826,3.52909777852116
"14","243",2,7,1570,300,41.86487,74.53087,181.1,196.05,41.84887,74.53087,2.23905190981806,2025-10-02,"CAREER - Phys","October_2025",2,1,"Porites compressa","Susceptible",240.826,NA,NA,NA,NA,318,3.7939,4.1396,0.3457,8.12364068678452,0.240826,3.98261274242013
"15","225",3,1,0,301,53.2794651162791,44.9434651162791,303.083,318.083,44.9434651162791,53.9674651162791,-0.719368746727202,2025-10-02,"CAREER - Phys","October_2025",3,1,"Porites compressa","Susceptible",233.248,NA,NA,NA,NA,306,3.4926,3.8635,0.3709,8.71581813922008,0.233248,-1.15508138483239
"16","225",3,2,220,328,-17.396492211838,-16.157492211838,224.728,241.084,-18.575492211838,-16.157492211838,0.180125876423153,2025-10-02,"CAREER - Phys","October_2025",3,1,"Porites compressa","Susceptible",233.248,NA,NA,NA,NA,306,3.4926,3.8635,0.3709,8.71581813922008,0.233248,0.289225863271904
"17","225",3,3,445,201,-15.3039402985075,-9.52994029850746,242.083,252.084,-15.3699402985075,-9.52994029850746,0.575049871738542,2025-10-02,"CAREER - Phys","October_2025",3,1,"Porites compressa","Susceptible",233.248,NA,NA,NA,NA,306,3.4926,3.8635,0.3709,8.71581813922008,0.233248,0.92335037519684
"18","225",3,4,707,221,-8.29409502262442,3.57990497737558,253.084,264.084,-8.29409502262442,3.57990497737558,1.19408859624637,2025-10-02,"CAREER - Phys","October_2025",3,1,"Porites compressa","Susceptible",233.248,NA,NA,NA,NA,306,3.4926,3.8635,0.3709,8.71581813922008,0.233248,1.91733310022136
"19","225",3,5,1013,201,5.67898507462687,17.7729850746269,265.083,275.083,5.62698507462687,17.7729850746269,1.25256384068714,2025-10-02,"CAREER - Phys","October_2025",3,1,"Porites compressa","Susceptible",233.248,NA,NA,NA,NA,306,3.4926,3.8635,0.3709,8.71581813922008,0.233248,2.01122606767978
"20","225",3,6,1284,201,19.0213482587065,30.8533482587065,276.083,286.083,19.0213482587065,30.9363482587065,1.18066755571407,2025-10-02,"CAREER - Phys","October_2025",3,1,"Porites compressa","Susceptible",233.248,NA,NA,NA,NA,306,3.4926,3.8635,0.3709,8.71581813922008,0.233248,1.89578310356879
"21","225",3,7,1570,301,32.7804817275748,50.7584817275747,287.083,302.083,32.7804817275748,50.9014817275747,1.20305768115314,2025-10-02,"CAREER - Phys","October_2025",3,1,"Porites compressa","Susceptible",233.248,NA,NA,NA,NA,306,3.4926,3.8635,0.3709,8.71581813922008,0.233248,1.93173464749725
"22","204",4,1,0,300,90.8727033333333,85.0647033333333,412.1,427.05,85.0377033333334,91.2817033333334,-0.490347977159211,2025-10-02,"CAREER - Phys","October_2025",4,1,"Montipora capitata","Resistant",248.013,NA,NA,NA,NA,297,2.0119,2.3979,0.386,9.0706546285763,0.248013,-0.804435916737855
"23","204",4,2,220,311,39.976572815534,41.421572815534,333.557,349.05,39.322572815534,41.421572815534,0.164213690634217,2025-10-02,"CAREER - Phys","October_2025",4,1,"Montipora capitata","Resistant",248.013,NA,NA,NA,NA,297,2.0119,2.3979,0.386,9.0706546285763,0.248013,0.26939927749177
"24","204",4,3,445,200,42.515165,46.360165,350.1,360.05,42.250165,46.479165,0.401413375357037,2025-10-02,"CAREER - Phys","October_2025",4,1,"Montipora capitata","Resistant",248.013,NA,NA,NA,NA,297,2.0119,2.3979,0.386,9.0706546285763,0.248013,0.658535064153693
"25","204",4,4,707,200,47.89064,54.09964,361.1,371.05,47.68564,54.09964,0.661096431923608,2025-10-02,"CAREER - Phys","October_2025",4,1,"Montipora capitata","Resistant",248.013,NA,NA,NA,NA,297,2.0119,2.3979,0.386,9.0706546285763,0.248013,1.08455574212335
"26","204",4,5,1013,220,55.9692,64.1892,372.1,383.05,55.8592,64.1892,0.793876846911059,2025-10-02,"CAREER - Phys","October_2025",4,1,"Montipora capitata","Resistant",248.013,NA,NA,NA,NA,297,2.0119,2.3979,0.386,9.0706546285763,0.248013,1.30238744497665
"27","204",4,6,1284,200,66.22158,74.53758,384.1,394.05,66.12858,74.53758,0.832385942810268,2025-10-02,"CAREER - Phys","October_2025",4,1,"Montipora capitata","Resistant",248.013,NA,NA,NA,NA,297,2.0119,2.3979,0.386,9.0706546285763,0.248013,1.36556319221211
"28","204",4,7,1570,320,76.6805,89.6695,395.1,411.05,76.4505,89.7515,0.854767451466335,2025-10-02,"CAREER - Phys","October_2025",4,1,"Montipora capitata","Resistant",248.013,NA,NA,NA,NA,297,2.0119,2.3979,0.386,9.0706546285763,0.248013,1.40228097279321
"29","238",1,1,0,317,58.8353782051282,44.8343782051282,79.521,95.322,44.7883782051282,59.2133782051282,-1.01241798811313,2025-10-02,"CAREER - Phys","October_2025",1,10,"Porites compressa","Resistant",241.271,NA,NA,NA,NA,313,3.7753,4.209,0.4337,10.1915619492579,0.241271,-1.43805494168338
"30","238",1,2,220,280,3.75990492957746,2.58190492957746,1.522,15.471,2.43090492957748,3.75990492957746,-0.065971992824712,2025-10-02,"CAREER - Phys","October_2025",1,10,"Porites compressa","Resistant",241.271,NA,NA,NA,NA,313,3.7753,4.209,0.4337,10.1915619492579,0.241271,-0.0937076893221657
"31","238",1,3,445,200,1.49700999999999,4.45900999999998,17.521,27.471,1.47700999999998,4.52800999999999,0.323756221491738,2025-10-02,"CAREER - Phys","October_2025",1,10,"Porites compressa","Resistant",241.271,NA,NA,NA,NA,313,3.7753,4.209,0.4337,10.1915619492579,0.241271,0.45986859151391
"32","238",1,4,707,220,5.47295,12.60795,28.521,39.471,5.36894999999998,12.64695,0.719345885475633,2025-10-02,"CAREER - Phys","October_2025",1,10,"Porites compressa","Resistant",241.271,NA,NA,NA,NA,313,3.7753,4.209,0.4337,10.1915619492579,0.241271,1.02177057058793
"33","238",1,5,1013,200,14.028545,23.417545,40.521,50.471,13.999545,23.511545,0.998160388978929,2025-10-02,"CAREER - Phys","October_2025",1,10,"Porites compressa","Resistant",241.271,NA,NA,NA,NA,313,3.7753,4.209,0.4337,10.1915619492579,0.241271,1.41780321647481
"34","238",1,6,1284,200,25.14302,35.95602,51.521,61.471,25.14302,35.95602,1.13870673313166,2025-10-02,"CAREER - Phys","October_2025",1,10,"Porites compressa","Resistant",241.271,NA,NA,NA,NA,313,3.7753,4.209,0.4337,10.1915619492579,0.241271,1.61743752475202
"35","238",1,7,1570,320,38.0618625,57.3678625,62.521,78.471,37.8458625,57.3678625,1.22414843110928,2025-10-02,"CAREER - Phys","October_2025",1,10,"Porites compressa","Resistant",241.271,NA,NA,NA,NA,313,3.7753,4.209,0.4337,10.1915619492579,0.241271,1.73880029926329
"36","203",2,1,0,300,49.1342066666667,39.2752066666667,195.505,210.455,39.2752066666667,49.7532066666667,-0.894816548199056,2025-10-02,"CAREER - Phys","October_2025",2,10,"Montipora capitata","Susceptible",235.627,NA,NA,NA,NA,296,3.119,3.6,0.481,11.3030696278373,0.235627,-1.11921599571447
"37","203",2,2,220,310,4.22493354430381,2.57893354430379,119.008,134.455,2.46493354430379,4.22493354430381,-0.0639349850397631,2025-10-02,"CAREER - Phys","October_2025",2,10,"Montipora capitata","Susceptible",235.627,NA,NA,NA,NA,296,3.119,3.6,0.481,11.3030696278373,0.235627,-0.0799684114987447
"38","203",2,3,445,200,3.744575,5.792575,135.505,145.455,3.482575,5.79657499999999,0.213500997202723,2025-10-02,"CAREER - Phys","October_2025",2,10,"Montipora capitata","Susceptible",235.627,NA,NA,NA,NA,296,3.119,3.6,0.481,11.3030696278373,0.235627,0.267042145846773
"39","203",2,4,707,200,7.12346500000001,12.415465,146.505,156.455,6.978465,12.503465,0.603172175285722,2025-10-02,"CAREER - Phys","October_2025",2,10,"Montipora capitata","Susceptible",235.627,NA,NA,NA,NA,296,3.119,3.6,0.481,11.3030696278373,0.235627,0.754433909507336
"40","203",2,5,1013,200,14.19596,21.53196,157.505,167.455,14.19596,21.66196,0.74038276525792,2025-10-02,"CAREER - Phys","October_2025",2,10,"Montipora capitata","Susceptible",235.627,NA,NA,NA,NA,296,3.119,3.6,0.481,11.3030696278373,0.235627,0.926053765429068
"41","203",2,6,1284,200,23.782295,31.646295,168.505,178.455,23.749295,31.689295,0.802586321486531,2025-10-02,"CAREER - Phys","October_2025",2,10,"Montipora capitata","Susceptible",235.627,NA,NA,NA,NA,296,3.119,3.6,0.481,11.3030696278373,0.235627,1.00385654552014
"42","203",2,7,1570,300,34.29887,46.03187,179.505,194.455,34.17487,46.07187,0.807005617714862,2025-10-02,"CAREER - Phys","October_2025",2,10,"Montipora capitata","Susceptible",235.627,NA,NA,NA,NA,296,3.119,3.6,0.481,11.3030696278373,0.235627,1.00938409978644
"43","241",4,1,0,300,83.8667033333333,72.3657033333333,410.505,425.455,72.3267033333333,83.9517033333333,-0.828455285660429,2025-10-02,"CAREER - Phys","October_2025",4,10,"Porites compressa","Susceptible",239.355,NA,NA,NA,NA,316,3.0255,3.3616,0.3361,7.89804927633289,0.239355,-1.50640930154836
"44","241",4,2,220,302,50.752572815534,47.094572815534,332.405,347.455,46.848572815534,50.752572815534,-0.210265442178806,2025-10-02,"CAREER - Phys","October_2025",4,10,"Porites compressa","Susceptible",239.355,NA,NA,NA,NA,316,3.0255,3.3616,0.3361,7.89804927633289,0.239355,-0.382333027955549
"45","241",4,3,445,200,47.861165,47.885165,348.505,358.455,47.502165,48.089165,0.0406488105256679,2025-10-02,"CAREER - Phys","October_2025",4,10,"Porites compressa","Susceptible",239.355,NA,NA,NA,NA,316,3.0255,3.3616,0.3361,7.89804927633289,0.239355,0.0739131578162705
"46","241",4,4,707,200,48.78564,52.57064,359.504,369.455,48.78564,52.57064,0.387236391507738,2025-10-02,"CAREER - Phys","October_2025",4,10,"Porites compressa","Susceptible",239.355,NA,NA,NA,NA,316,3.0255,3.3616,0.3361,7.89804927633289,0.239355,0.704125511855781
"47","241",4,5,1013,220,53.9822,59.9742,370.505,381.455,53.7602,60.0962,0.571318154007376,2025-10-02,"CAREER - Phys","October_2025",4,10,"Porites compressa","Susceptible",239.355,NA,NA,NA,NA,316,3.0255,3.3616,0.3361,7.89804927633289,0.239355,1.03884783673516
"48","241",4,6,1284,200,61.57358,68.84958,382.505,392.455,61.57358,68.84958,0.702753617408827,2025-10-02,"CAREER - Phys","October_2025",4,10,"Porites compressa","Susceptible",239.355,NA,NA,NA,NA,316,3.0255,3.3616,0.3361,7.89804927633289,0.239355,1.27784154955024
"49","241",4,7,1570,320,70.7635,82.9025,393.505,409.455,70.7605,82.9025,0.804679741982214,2025-10-02,"CAREER - Phys","October_2025",4,10,"Porites compressa","Susceptible",239.355,NA,NA,NA,NA,316,3.0255,3.3616,0.3361,7.89804927633289,0.239355,1.463177396621
"50","205",1,1,0,311,118.075378205128,96.6383782051282,81.1,96.6,96.5863782051282,119.042378205128,-1.65540229585583,2025-10-02,"CAREER - Phys","October_2025",1,2,"Montipora capitata","Susceptible",245.266,NA,NA,NA,NA,298,3.0924,3.9459,0.8535,20.056486335466,0.245266,-1.21461125155532
"51","205",1,2,220,287,-3.05009507042254,4.46090492957748,2.804,17.1,-3.19809507042254,4.46090492957748,0.530864461674125,2025-10-02,"CAREER - Phys","October_2025",1,2,"Montipora capitata","Susceptible",245.266,NA,NA,NA,NA,298,3.0924,3.9459,0.8535,20.056486335466,0.245266,0.389508912615647
"52","205",1,3,445,201,4.50601,15.82701,19.1,29.1,4.50601,15.82701,1.15760907340005,2025-10-02,"CAREER - Phys","October_2025",1,2,"Montipora capitata","Susceptible",245.266,NA,NA,NA,NA,298,3.0924,3.9459,0.8535,20.056486335466,0.245266,0.849367557948997
"53","205",1,4,707,221,17.44495,35.40195,30.1,41.1,17.44495,35.40195,1.72278401156109,2025-10-02,"CAREER - Phys","October_2025",1,2,"Montipora capitata","Susceptible",245.266,NA,NA,NA,NA,298,3.0924,3.9459,0.8535,20.056486335466,0.245266,1.26405094983869
"54","205",1,5,1013,201,37.326545,56.935545,42.1,52.1,37.326545,56.935545,1.96613866549696,2025-10-02,"CAREER - Phys","October_2025",1,2,"Montipora capitata","Susceptible",245.266,NA,NA,NA,NA,298,3.0924,3.9459,0.8535,20.056486335466,0.245266,1.44260652000362
"55","205",1,6,1284,201,59.58402,79.81202,53.1,63.101,59.58402,79.81202,2.02594866073967,2025-10-02,"CAREER - Phys","October_2025",1,2,"Montipora capitata","Susceptible",245.266,NA,NA,NA,NA,298,3.0924,3.9459,0.8535,20.056486335466,0.245266,1.48649065219259
"56","205",1,7,1570,321,82.6228625,114.9458625,64.1,80.1,82.6228625,114.9458625,2.00112451543712,2025-10-02,"CAREER - Phys","October_2025",1,2,"Montipora capitata","Susceptible",245.266,NA,NA,NA,NA,298,3.0924,3.9459,0.8535,20.056486335466,0.245266,1.46827653815505
"57","209",2,1,0,301,24.6782066666667,19.0212066666667,197.101,212.1,18.8832066666667,25.6002066666667,-0.565634845980852,2025-10-02,"CAREER - Phys","October_2025",2,2,"Montipora capitata","Susceptible",239.844,NA,NA,NA,NA,300,2.6935,3.2544,0.5609,13.1806481377421,0.239844,-0.617560483741149
"58","209",2,2,220,318,-3.4500664556962,-4.48806645569621,120.258,136.101,-4.68006645569619,-3.2540664556962,-0.0378839969716075,2025-10-02,"CAREER - Phys","October_2025",2,2,"Montipora capitata","Susceptible",239.844,NA,NA,NA,NA,300,2.6935,3.2544,0.5609,13.1806481377421,0.239844,-0.0413617719312614
"59","209",2,3,445,201,-3.27542500000001,-2.71542500000001,137.1,147.1,-3.73242500000001,-2.41842500000001,0.109327104197116,2025-10-02,"CAREER - Phys","October_2025",2,2,"Montipora capitata","Susceptible",239.844,NA,NA,NA,NA,300,2.6935,3.2544,0.5609,13.1806481377421,0.239844,0.119363401731222
"60","209",2,4,707,201,-1.43953499999998,0.847465,148.101,158.1,-1.473535,0.890465000000006,0.236600950873998,2025-10-02,"CAREER - Phys","October_2025",2,2,"Montipora capitata","Susceptible",239.844,NA,NA,NA,NA,300,2.6935,3.2544,0.5609,13.1806481377421,0.239844,0.258321068289185
"61","209",2,5,1013,201,2.00595999999999,5.70096000000001,159.1,169.1,2.00595999999999,5.98295999999999,0.349926878520907,2025-10-02,"CAREER - Phys","October_2025",2,2,"Montipora capitata","Susceptible",239.844,NA,NA,NA,NA,300,2.6935,3.2544,0.5609,13.1806481377421,0.239844,0.382050388000172
"62","209",2,6,1284,201,7.73529499999998,12.019295,170.1,180.1,7.584295,12.223295,0.446003925271873,2025-10-02,"CAREER - Phys","October_2025",2,2,"Montipora capitata","Susceptible",239.844,NA,NA,NA,NA,300,2.6935,3.2544,0.5609,13.1806481377421,0.239844,0.486947368604432
"63","209",2,7,1570,301,14.19887,21.71387,181.101,196.1,14.19887,21.71387,0.506229945918641,2025-10-02,"CAREER - Phys","October_2025",2,2,"Montipora capitata","Susceptible",239.844,NA,NA,NA,NA,300,2.6935,3.2544,0.5609,13.1806481377421,0.239844,0.552702176160403
"64","3",3,1,0,300,20.4164651162791,15.1594651162791,303.133,318.084,14.8454651162791,21.1604651162791,-0.462260844838811,2025-10-02,"CAREER - Phys","October_2025",3,2,"Montipora capitata","Susceptible",239.954,NA,NA,NA,NA,281,1.4843,2.1265,0.6422,15.0911253950044,0.239954,-0.441006230585707
"65","3",3,2,220,327,-5.15549221183801,-5.267492211838,224.781,241.084,-6.19649221183801,-5.06149221183799,0.052218727498707,2025-10-02,"CAREER - Phys","October_2025",3,2,"Montipora capitata","Susceptible",239.954,NA,NA,NA,NA,281,1.4843,2.1265,0.6422,15.0911253950044,0.239954,0.0498177261546282
"66","3",3,3,445,200,-4.89194029850748,-2.81394029850748,242.133,252.084,-4.98794029850748,-2.81394029850748,0.165984688000169,2025-10-02,"CAREER - Phys","October_2025",3,2,"Montipora capitata","Susceptible",239.954,NA,NA,NA,NA,281,1.4843,2.1265,0.6422,15.0911253950044,0.239954,0.158352762097823
"67","3",3,4,707,220,-2.40009502262444,1.30390497737557,253.134,264.084,-2.40009502262444,1.44490497737556,0.332643748326735,2025-10-02,"CAREER - Phys","October_2025",3,2,"Montipora capitata","Susceptible",239.954,NA,NA,NA,NA,281,1.4843,2.1265,0.6422,15.0911253950044,0.239954,0.31734888908583
"68","3",3,5,1013,200,2.53398507462688,6.43498507462687,265.134,275.084,2.53398507462688,6.67398507462687,0.383328662094409,2025-10-02,"CAREER - Phys","October_2025",3,2,"Montipora capitata","Susceptible",239.954,NA,NA,NA,NA,281,1.4843,2.1265,0.6422,15.0911253950044,0.239954,0.365703325802264
"69","3",3,6,1284,200,7.21234825870647,11.4343482587064,276.134,286.084,7.12734825870646,11.5133482587065,0.417295510405155,2025-10-02,"CAREER - Phys","October_2025",3,2,"Montipora capitata","Susceptible",239.954,NA,NA,NA,NA,281,1.4843,2.1265,0.6422,15.0911253950044,0.239954,0.398108388670225
"70","3",3,7,1570,300,12.6574817275747,18.9154817275748,287.133,302.083,12.4694817275748,19.0054817275748,0.42790167378677,2025-10-02,"CAREER - Phys","October_2025",3,2,"Montipora capitata","Susceptible",239.954,NA,NA,NA,NA,281,1.4843,2.1265,0.6422,15.0911253950044,0.239954,0.408226883857792
"71","235",4,1,0,300,159.811703333333,141.546703333333,412.117,427.067,141.065703333333,160.579703333333,-1.3565412758437,2025-10-02,"CAREER - Phys","October_2025",4,2,"Porites compressa","Susceptible",237.818,NA,NA,NA,NA,310,3.2737,3.6328,0.3591,8.43852869720661,0.237818,-2.29383541644213
"72","235",4,2,220,310,48.641572815534,50.589572815534,333.61,349.067,48.070572815534,50.728572815534,0.198433145190808,2025-10-02,"CAREER - Phys","October_2025",4,2,"Porites compressa","Susceptible",237.818,NA,NA,NA,NA,310,3.2737,3.6328,0.3591,8.43852869720661,0.237818,0.335539348739377
"73","235",4,3,445,200,51.908165,58.888165,350.117,360.067,51.742165,59.037165,0.737634395966797,2025-10-02,"CAREER - Phys","October_2025",4,2,"Porites compressa","Susceptible",237.818,NA,NA,NA,NA,310,3.2737,3.6328,0.3591,8.43852869720661,0.237818,1.24729850243753
"74","235",4,4,707,200,60.58264,74.03664,361.117,371.067,60.58264,74.03664,1.34188963568647,2025-10-02,"CAREER - Phys","October_2025",4,2,"Porites compressa","Susceptible",237.818,NA,NA,NA,NA,310,3.2737,3.6328,0.3591,8.43852869720661,0.237818,2.26906031250678
"75","235",4,5,1013,220,76.5792,95.8382,372.117,383.067,76.4822,95.8382,1.8273101036894,2025-10-02,"CAREER - Phys","October_2025",4,2,"Porites compressa","Susceptible",237.818,NA,NA,NA,NA,310,3.2737,3.6328,0.3591,8.43852869720661,0.237818,3.08987917087769
"76","235",4,6,1284,200,99.07058,119.46358,384.117,394.067,99.07058,119.65558,2.09928462224724,2025-10-02,"CAREER - Phys","October_2025",4,2,"Porites compressa","Susceptible",237.818,NA,NA,NA,NA,310,3.2737,3.6328,0.3591,8.43852869720661,0.237818,3.54977286828823
"77","235",4,7,1570,320,123.1615,157.9755,395.117,411.067,123.1615,157.9755,2.32680711505412,2025-10-02,"CAREER - Phys","October_2025",4,2,"Porites compressa","Susceptible",237.818,NA,NA,NA,NA,310,3.2737,3.6328,0.3591,8.43852869720661,0.237818,3.93450067667211
"78","237",5,1,0,301,108.971910299003,99.5899102990033,521.1,536.1,99.0719102990033,110.387910299003,-0.836350238376907,2025-10-02,"CAREER - Phys","October_2025",5,2,"Porites compressa","Susceptible",235.449,NA,NA,NA,NA,312,2.491,2.7665,0.2755,6.47400349785692,0.235449,-1.82500204710229
"79","237",5,2,220,288,32.4251936619718,33.2391936619718,443.747,458.1,31.8301936619718,33.3911936619718,0.100565448467439,2025-10-02,"CAREER - Phys","October_2025",5,2,"Porites compressa","Susceptible",235.449,NA,NA,NA,NA,312,2.491,2.7665,0.2755,6.47400349785692,0.235449,0.219444128666735
"80","237",5,3,445,201,35.0196069651741,39.6606069651741,459.1,469.1,34.7856069651741,39.6606069651741,0.441347098518041,2025-10-02,"CAREER - Phys","October_2025",5,2,"Porites compressa","Susceptible",235.449,NA,NA,NA,NA,312,2.491,2.7665,0.2755,6.47400349785692,0.235449,0.963064660376285
"81","237",5,4,707,201,41.6315373134328,49.7055373134328,470.1,480.101,41.5745373134328,49.8055373134328,0.847110220450677,2025-10-02,"CAREER - Phys","October_2025",5,2,"Porites compressa","Susceptible",235.449,NA,NA,NA,NA,312,2.491,2.7665,0.2755,6.47400349785692,0.235449,1.84848143218565
"82","237",5,5,1013,221,52.4789230769231,64.4869230769231,481.101,492.101,52.3749230769231,64.4869230769231,1.12893972368046,2025-10-02,"CAREER - Phys","October_2025",5,2,"Porites compressa","Susceptible",235.449,NA,NA,NA,NA,312,2.491,2.7665,0.2755,6.47400349785692,0.235449,2.46346232981335
"83","237",5,6,1284,201,66.9756169154229,80.1906169154229,493.1,503.1,66.9756169154229,80.1906169154229,1.31636091086874,2025-10-02,"CAREER - Phys","October_2025",5,2,"Porites compressa","Susceptible",235.449,NA,NA,NA,NA,312,2.491,2.7665,0.2755,6.47400349785692,0.235449,2.87243459357783
"84","237",5,7,1570,321,83.0747445482866,106.325744548287,504.1,520.101,83.0747445482866,106.325744548287,1.4696679747733,2025-10-02,"CAREER - Phys","October_2025",5,2,"Porites compressa","Susceptible",235.449,NA,NA,NA,NA,312,2.491,2.7665,0.2755,6.47400349785692,0.235449,3.20696633951722
"85","236",2,1,0,301,54.2962066666667,33.6142066666667,197.105,212.105,33.5752066666667,55.6872066666667,-1.7256210709564,2025-10-02,"CAREER - Phys","October_2025",2,3,"Porites compressa","Resistant",228.604,NA,NA,NA,NA,311,7.2938,8.1209,0.827100000000001,19.436109956724,0.228604,-1.21778652266302
"86","236",2,2,220,317,-52.9760664556962,-56.1330664556962,120.3,136.105,-56.2230664556962,-52.9760664556962,-0.140393278759023,2025-10-02,"CAREER - Phys","October_2025",2,3,"Porites compressa","Resistant",228.604,NA,NA,NA,NA,311,7.2938,8.1209,0.827100000000001,19.436109956724,0.228604,-0.0990768168184532
"87","236",2,3,445,201,-54.948425,-50.922425,137.104,147.104,-55.262425,-50.922425,0.456675069520917,2025-10-02,"CAREER - Phys","October_2025",2,3,"Porites compressa","Resistant",228.604,NA,NA,NA,NA,311,7.2938,8.1209,0.827100000000001,19.436109956724,0.228604,0.32227976017385
"88","236",2,4,707,201,-49.413535,-37.832535,148.105,158.105,-49.469535,-37.832535,1.19836179596237,2025-10-02,"CAREER - Phys","October_2025",2,3,"Porites compressa","Resistant",228.604,NA,NA,NA,NA,311,7.2938,8.1209,0.827100000000001,19.436109956724,0.228604,0.845694845154155
"89","236",2,5,1013,201,-35.29004,-17.91704,159.104,169.105,-35.29004,-17.63204,1.81456526981607,2025-10-02,"CAREER - Phys","October_2025",2,3,"Porites compressa","Resistant",228.604,NA,NA,NA,NA,311,7.2938,8.1209,0.827100000000001,19.436109956724,0.228604,1.28055525472326
