Date,Run ,Well,ColonyID,Timepoint,Dilution,Pellet_Resuspend_Vol_mL,Use,Notes
20240319,Run 1,B09,244,January_2024,3,10,,
20240319,Run 1,B10,247,September_2023,3,10,,
20240319,Run 1,B11,247,September_2023,3,10,,
20240319,Run 1,B12,247,September_2023,3,10,,
20240319,Run 1,C01,201,January_2024,3,10,,
20240319,Run 1,C02,201,January_2024,3,10,,
20240319,Run 1,C03,201,January_2024,3,10,,
20240319,Run 1,C04,206,January_2024,3,10,,
20240319,Run 1,C05,206,January_2024,3,10,,
20240319,Run 1,C06,206,January_2024,3,10,,
20240321,Run 1,A01,43,September_2023,3,10,,
20240321,Run 1,A02,43,September_2023,3,10,,
20240321,Run 1,A03,43,September_2023,3,10,,
20240321,Run 1,A04,242,September_2023,3,10,,
20240321,Run 1,A05,242,September_2023,3,10,,
20240321,Run 1,A06,242,September_2023,3,10,,
20240321,Run 1,A07,205,January_2024,3,10,,
20240321,Run 1,A08,205,January_2024,3,10,,
20240321,Run 1,A09,205,January_2024,3,10,,
20240321,Run 1,A10,239,September_2023,3,10,,
20240321,Run 1,A11,239,September_2023,3,10,,
20240321,Run 1,A12,239,September_2023,3,10,,
20240321,Run 1,B01,240,January_2024,3,10,,
20240321,Run 1,B02,240,January_2024,3,10,,
20240321,Run 1,B03,240,January_2024,3,10,,
20240321,Run 1,B04,202,January_2024,3,10,,
20240321,Run 1,B05,202,January_2024,3,10,,
20240321,Run 1,B06,202,January_2024,3,10,,
20240321,Run 1,B07,240,September_2023,3,10,,
20240321,Run 1,B08,240,September_2023,3,10,,
20240321,Run 1,B09,240,September_2023,3,10,,
20240321,Run 1,B10,19,September_2023,3,10,,
20240321,Run 1,B11,19,September_2023,3,10,,
20240321,Run 1,B12,19,September_2023,3,10,,
20240321,Run 1,C01,3,January_2024,3,10,,
20240321,Run 1,C02,3,January_2024,3,10,,
20240321,Run 1,C03,3,January_2024,3,10,,
20240321,Run 1,C04,29,January_2024,3,10,,
20240321,Run 1,C05,29,January_2024,3,10,,
20240321,Run 1,C06,29,January_2024,3,10,,
20240321,Run 1,C07,2,September_2023,3,10,,
20240321,Run 1,C08,2,September_2023,3,10,,
20240321,Run 1,C09,2,September_2023,3,10,,
20240321,Run 1,C10,20,January_2024,3,10,,
20240321,Run 1,C11,20,January_2024,3,10,,
20240321,Run 1,C12,20,January_2024,3,10,,
20240322,Run 1,A01,26,September_2023,3,10,,
20240322,Run 1,A02,26,September_2023,3,10,,
20240322,Run 1,A03,26,September_2023,3,10,,
20240322,Run 1,A04,4,January_2024,3,10,,
20240322,Run 1,A05,4,January_2024,3,10,,
20240322,Run 1,A06,4,January_2024,3,10,,
20240322,Run 1,A07,19,January_2024,3,10,,
20240322,Run 1,A08,19,January_2024,3,10,,
20240322,Run 1,A09,19,January_2024,3,10,,
20240322,Run 1,A10,248,January_2024,9,10,,
20240322,Run 1,A11,248,January_2024,9,10,,
20240322,Run 1,A12,248,January_2024,9,10,,
20240322,Run 1,B01,225,September_2023,3,10,,
20240322,Run 1,B02,225,September_2023,3,10,,
20240322,Run 1,B03,225,September_2023,3,10,,
20240322,Run 1,B04,29,September_2023,3,10,,
20240322,Run 1,B05,29,September_2023,3,10,,
20240322,Run 1,B06,29,September_2023,3,10,,
20240322,Run 1,B07,213,January_2024,3,10,,
20240322,Run 1,B08,213,January_2024,3,10,,
20240322,Run 1,B09,213,January_2024,3,10,,
20240322,Run 1,B10,211,September_2023,3,10,,
20240322,Run 1,B11,211,September_2023,3,10,,
20240322,Run 1,B12,211,September_2023,3,10,,
20240322,Run 1,C01,239,January_2024,9,10,,
20240322,Run 1,C02,239,January_2024,9,10,,
20240322,Run 1,C03,239,January_2024,9,10,,
20240322,Run 1,C04,238,September_2023,3,10,,
20240322,Run 1,C05,238,September_2023,3,10,,
20240322,Run 1,C06,238,September_2023,3,10,,
20240322,Run 1,C07,204,September_2023,3,10,,
20240322,Run 1,C08,204,September_2023,3,10,,
20240322,Run 1,C09,204,September_2023,3,10,,
20240322,Run 1,C10,210,January_2024,3,10,,
20240322,Run 1,C11,210,January_2024,3,10,,
20240322,Run 1,C12,210,January_2024,3,10,,
20240325,Run 1,A01,12,January_2024,3,10,,
20240325,Run 1,A02,12,January_2024,3,10,,
20240325,Run 1,A03,12,January_2024,3,10,,
20240325,Run 1,A04,44,January_2024,9,10,,
20240325,Run 1,A05,44,January_2024,9,10,,
20240325,Run 1,A06,44,January_2024,9,10,,
20240325,Run 1,A07,1,September_2023,3,10,,
20240325,Run 1,A08,1,September_2023,3,10,,
20240325,Run 1,A09,1,September_2023,3,10,,
20240325,Run 1,A10,242,January_2024,9,10,,
20240325,Run 1,A11,242,January_2024,9,10,,
20240325,Run 1,A12,242,January_2024,9,10,,
20240325,Run 1,B01,209,January_2024,3,10,,
20240325,Run 1,B02,209,January_2024,3,10,,
20240325,Run 1,B03,209,January_2024,3,10,,
20240325,Run 1,B07,28,September_2023,3,10,,
20240325,Run 1,B08,28,September_2023,3,10,,
20240325,Run 1,B09,28,September_2023,3,10,,
20240325,Run 1,B10,244,September_2023,3,10,,
20240325,Run 1,B11,244,September_2023,3,10,,
20240325,Run 1,B12,244,September_2023,3,10,,
20240325,Run 1,C01,202,September_2023,3,10,,
20240325,Run 1,C02,202,September_2023,3,10,,
20240325,Run 1,C03,202,September_2023,3,10,,
20240325,Run 1,C04,45,September_2023,3,10,,
20240325,Run 1,C05,45,September_2023,3,10,,
20240325,Run 1,C06,45,September_2023,3,10,,
20240325,Run 1,C07,235,January_2024,9,10,,
20240325,Run 1,C08,235,January_2024,9,10,,
20240325,Run 1,C09,235,January_2024,9,10,,
20240325,Run 1,C10,241,September_2023,3,10,,
20240326,Run 1,A01,219,September_2023,3,10,,
20240326,Run 1,A02,219,September_2023,3,10,,
20240326,Run 1,A03,219,September_2023,3,10,,
20240326,Run 1,A04,234,September_2023,9,10,,
20240326,Run 1,A05,234,September_2023,9,10,,
20240326,Run 1,A06,234,September_2023,9,10,,
20240326,Run 1,A07,212,September_2023,3,10,,
20240326,Run 1,A08,212,September_2023,3,10,,
20240326,Run 1,A09,212,September_2023,3,10,,
20240326,Run 1,A10,247,January_2024,9,10,,
20240326,Run 1,A11,247,January_2024,9,10,,
20240326,Run 1,A12,247,January_2024,9,10,,
20240326,Run 1,B01,209,September_2023,3,10,,
20240326,Run 1,B02,209,September_2023,3,10,,
20240326,Run 1,B03,209,September_2023,3,10,,
20240326,Run 1,B04,212,January_2024,3,10,,
20240326,Run 1,B05,212,January_2024,3,10,,
20240326,Run 1,B06,212,January_2024,3,10,,
20240326,Run 1,B07,42,January_2024,9,10,,
20240326,Run 1,B08,42,January_2024,9,10,,
20240326,Run 1,B09,42,January_2024,9,10,,
20240326,Run 1,B10,41,January_2024,9,10,,
20240326,Run 1,B11,41,January_2024,9,10,,
20240326,Run 1,B12,41,January_2024,9,10,,
20240326,Run 1,C01,220,September_2023,3,10,,
20240326,Run 1,C02,220,September_2023,3,10,,
20240326,Run 1,C03,220,September_2023,3,10,,
20240326,Run 1,C04,26,January_2024,9,10,,
20240326,Run 1,C05,26,January_2024,9,10,,
20240326,Run 1,C06,26,January_2024,9,10,,
20240326,Run 1,C07,211,January_2024,3,10,,
20240326,Run 1,C08,211,January_2024,3,10,,
20240326,Run 1,C09,211,January_2024,3,10,,
20240326,Run 1,C10,243,September_2023,3,10,,
20240326,Run 1,C11,243,September_2023,3,10,,
20240326,Run 1,C12,243,September_2023,3,10,,
20240329,Run 1,A01,206,September_2023,3,10,,
20240329,Run 1,A02,206,September_2023,3,10,,
20240329,Run 1,A03,206,September_2023,3,10,,
20240329,Run 1,A04,203,September_2023,3,10,,
20240329,Run 1,A05,203,September_2023,3,10,,
20240329,Run 1,A06,203,September_2023,3,10,,
20240329,Run 1,A07,234,January_2024,9,10,,
20240329,Run 1,A08,234,January_2024,9,10,,
20240329,Run 1,A09,234,January_2024,9,10,,
20240329,Run 1,A10,2,January_2024,3,10,,
20240329,Run 1,A11,2,January_2024,3,10,,
20240329,Run 1,A12,2,January_2024,3,10,,
20240329,Run 1,B01,235,September_2023,3,10,,
20240329,Run 1,B02,235,September_2023,3,10,,
20240329,Run 1,B03,235,September_2023,3,10,,
20240329,Run 1,B04,243,January_2024,9,10,,
20240329,Run 1,B05,243,January_2024,9,10,,
20240329,Run 1,B06,243,January_2024,9,10,,
20240329,Run 1,B07,28,January_2024,3,10,,
20240329,Run 1,B08,28,January_2024,3,10,,
20240329,Run 1,B09,28,January_2024,3,10,,
20240329,Run 1,B10,203,January_2024,3,10,,
20240329,Run 1,B11,203,January_2024,3,10,,
20240329,Run 1,B12,203,January_2024,3,10,,
20240329,Run 1,C01,226,September_2023,3,10,,
20240329,Run 1,C02,226,September_2023,3,10,,
20240329,Run 1,C03,226,September_2023,3,10,,
20240329,Run 1,C04,43,January_2024,9,10,,
20240329,Run 1,C05,43,January_2024,9,10,,
20240329,Run 1,C06,43,January_2024,9,10,,
20240329,Run 1,C07,201,September_2023,3,10,,
20240329,Run 1,C08,201,September_2023,3,10,,
20240329,Run 1,C09,201,September_2023,3,10,,
20240329,Run 1,D01,214,September_2023,3,10,,
20240329,Run 1,D02,214,September_2023,3,10,,
20240329,Run 1,D03,214,September_2023,3,10,,
20240401,Run 1,A01,44,September_2023,3,10,,
20240401,Run 1,A02,44,September_2023,3,10,,
20240401,Run 1,A03,44,September_2023,3,10,,
20240401,Run 1,A04,46,September_2023,9,10,,
20240401,Run 1,A05,46,September_2023,9,10,,
20240401,Run 1,A06,46,September_2023,9,10,,
20240401,Run 1,A07,27,September_2023,3,10,,
20240401,Run 1,A08,27,September_2023,3,10,,
20240401,Run 1,A09,27,September_2023,3,10,,
20240401,Run 1,A10,233,September_2023,3,10,,
20240401,Run 1,A11,233,September_2023,3,10,,
20240401,Run 1,A12,233,September_2023,3,10,Do not use these values,
20260406,Run 1,A01,1,October_2025,3,10,,
20260406,Run 1,B01,1,October_2025,3,10,,
20260406,Run 1,C01,1,October_2025,3,10,,
20260406,Run 1,D01,1,October_2025,9,10,Do not use these values,
20260406,Run 1,E01,1,October_2025,9,10,Do not use these values,
20260406,Run 1,F01,1,October_2025,9,10,Do not use these values,
20260406,Run 1,A02,247,October_2025,3,10,,
20260406,Run 1,B02,247,October_2025,3,10,,
20260406,Run 1,C02,247,October_2025,3,10,,
20260406,Run 1,D02,247,October_2025,9,10,,
20260406,Run 1,E02,247,October_2025,9,10,,
20260406,Run 1,F02,247,October_2025,9,10,,
20260409,Run 1,A01,4,October_2025,3,10,,
20260409,Run 1,B01,4,October_2025,3,10,,
20260409,Run 1,C01,4,October_2025,3,10,,
20260409,Run 1,A02,201,October_2025,3,10,,
20260409,Run 1,B02,201,October_2025,3,10,,
20260409,Run 1,C02,201,October_2025,3,10,,
20260409,Run 1,A03,241,October_2025,3,10,,
20260409,Run 1,B03,241,October_2025,3,10,,
20260409,Run 1,C03,241,October_2025,3,10,,
20260409,Run 1,A04,242,October_2025,3,10,,
20260409,Run 1,B04,242,October_2025,3,10,,
20260409,Run 1,C04,242,October_2025,3,10,,
20260409,Run 1,A05,12,October_2025,3,10,,
20260409,Run 1,B05,12,October_2025,3,10,,
20260409,Run 1,C05,12,October_2025,3,10,,
20260409,Run 1,A06,26,October_2025,3,10,,
20260409,Run 1,B06,26,October_2025,3,10,,
20260409,Run 1,C06,26,October_2025,3,10,,
20260409,Run 1,A07,233,October_2025,3,10,,
20260409,Run 1,B07,233,October_2025,3,10,,
20260409,Run 1,C07,233,October_2025,3,10,,
20260409,Run 1,A08,29,October_2025,3,10,,
20260409,Run 1,B08,29,October_2025,3,10,,
20260409,Run 1,C08,29,October_2025,3,10,,
20260409,Run 1,A09,43,October_2025,3,10,,
20260409,Run 1,B09,43,October_2025,3,10,,
20260409,Run 1,C09,43,October_2025,3,10,,
20260409,Run 1,A10,214,October_2025,3,10,,
20260409,Run 1,B10,214,October_2025,3,10,,
20260409,Run 1,C10,214,October_2025,3,10,,
20260409,Run 1,A11,238,October_2025,3,10,,
20260409,Run 1,B11,238,October_2025,3,10,,
20260409,Run 1,C11,238,October_2025,3,10,,
20260409,Run 1,A12,203,October_2025,3,10,,
20260409,Run 1,B12,203,October_2025,3,10,,
20260409,Run 1,C12,203,October_2025,3,10,,
20260411,Run 1,A01,42,October_2025,3,10,,
20260411,Run 1,B01,42,October_2025,3,10,,
20260411,Run 1,C01,42,October_2025,3,10,,
20260411,Run 1,D01,234,October_2025,3,10,,
20260411,Run 1,E01,234,October_2025,3,10,,
20260411,Run 1,F01,234,October_2025,3,10,,
20260411,Run 1,G01,202,October_2025,3,10,,
20260411,Run 1,H01,236,October_2025,3,10,,
20260411,Run 1,A02,211,October_2025,3,10,,
20260411,Run 1,B02,211,October_2025,3,10,,
20260411,Run 1,C02,211,October_2025,3,10,,
20260411,Run 1,D02,44,October_2025,3,10,,
20260411,Run 1,E02,44,October_2025,3,10,,
20260411,Run 1,F02,44,October_2025,3,10,,
20260411,Run 1,G02,202,October_2025,3,10,,
20260411,Run 1,H02,236,October_2025,3,10,,
20260411,Run 1,A03,213,October_2025,3,10,,
20260411,Run 1,B03,213,October_2025,3,10,,
20260411,Run 1,C03,213,October_2025,3,10,,
20260411,Run 1,D03,226,October_2025,3,10,,
20260411,Run 1,E03,226,October_2025,3,10,,
20260411,Run 1,F03,226,October_2025,3,10,,
20260411,Run 1,G03,202,October_2025,3,10,,
20260411,Run 1,H03,236,October_2025,3,10,,
20260411,Run 1,A04,19,October_2025,3,10,,
20260411,Run 1,B04,19,October_2025,3,10,,
20260411,Run 1,C04,19,October_2025,3,10,,
20260411,Run 1,D04,221,October_2025,3,10,,
20260411,Run 1,E04,221,October_2025,3,10,,
20260411,Run 1,F04,221,October_2025,3,10,,
20260411,Run 1,G04,20,October_2025,3,10,,
20260411,Run 1,H04,205,October_2025,3,10,,
20260411,Run 1,A05,237,October_2025,3,10,,
20260411,Run 1,B05,237,October_2025,3,10,,
20260411,Run 1,C05,237,October_2025,3,10,,
20260411,Run 1,D05,243,October_2025,3,10,,
20260411,Run 1,E05,243,October_2025,3,10,,
20260411,Run 1,F05,243,October_2025,3,10,,
20260411,Run 1,G05,20,October_2025,3,10,,
20260411,Run 1,H05,205,October_2025,3,10,,
20260411,Run 1,A06,210,October_2025,3,10,,
20260411,Run 1,B06,210,October_2025,3,10,,
20260411,Run 1,C06,210,October_2025,3,10,,
20260411,Run 1,D06,3,October_2025,3,10,,
20260411,Run 1,E06,3,October_2025,3,10,,
20260411,Run 1,F06,3,October_2025,3,10,,
20260411,Run 1,G06,20,October_2025,3,10,,
20260411,Run 1,H06,205,October_2025,3,10,,
20260411,Run 1,A07,41,October_2025,3,10,,
20260411,Run 1,B07,41,October_2025,3,10,,
20260411,Run 1,C07,41,October_2025,3,10,,
20260411,Run 1,D07,204,October_2025,3,10,,
20260411,Run 1,E07,204,October_2025,3,10,Do not use these values,
20260411,Run 1,F07,204,October_2025,3,10,,
20260411,Run 1,G07,239,October_2025,3,10,,
20260411,Run 1,H07,206,October_2025,3,10,,
20260411,Run 1,A08,27,October_2025,3,10,,
20260411,Run 1,B08,27,October_2025,3,10,,
20260411,Run 1,C08,27,October_2025,3,10,,
20260411,Run 1,D08,2,October_2025,3,10,Do not use these values,
20260411,Run 1,E08,2,October_2025,3,10,,
20260411,Run 1,F08,2,October_2025,3,10,,
20260411,Run 1,G08,239,October_2025,3,10,,
20260411,Run 1,H08,206,October_2025,3,10,,
20260411,Run 1,A09,225,October_2025,3,10,,
20260411,Run 1,B09,225,October_2025,3,10,,
20260411,Run 1,C09,225,October_2025,3,10,,
20260411,Run 1,D09,1,October_2025,3,10,,
20260411,Run 1,E09,1,October_2025,3,10,,
20260411,Run 1,F09,1,October_2025,3,10,,
20260411,Run 1,G09,239,October_2025,3,10,,
20260411,Run 1,H09,206,October_2025,3,10,,
20260411,Run 1,A10,28,October_2025,3,10,,
20260411,Run 1,B10,28,October_2025,3,10,,
20260411,Run 1,C10,28,October_2025,3,10,,
20260411,Run 1,D10,209,October_2025,3,10,,
20260411,Run 1,E10,209,October_2025,3,10,,
20260411,Run 1,F10,209,October_2025,3,10,,
20260411,Run 1,G10,240,October_2025,3,10,,
20260411,Run 1,A11,235,October_2025,3,10,,
20260411,Run 1,B11,235,October_2025,3,10,,
20260411,Run 1,C11,235,October_2025,3,10,,
20260411,Run 1,D11,244,October_2025,3,10,,
20260411,Run 1,E11,244,October_2025,3,10,,
20260411,Run 1,F11,244,October_2025,3,10,,
20260411,Run 1,G11,240,October_2025,3,10,,
20260411,Run 1,A12,248,October_2025,3,10,,
20260411,Run 1,B12,248,October_2025,3,10,,
20260411,Run 1,C12,248,October_2025,3,10,,
20260411,Run 1,D12,247,October_2025,3,10,,
20260411,Run 1,E12,247,October_2025,3,10,,
20260411,Run 1,F12,247,October_2025,3,10,,
20260411,Run 1,G12,240,October_2025,3,10,,
20220428,Run 1,A01,3,October_2021,1,10,,
20220428,Run 1,A02,3,October_2021,1,10,,
20220428,Run 1,A03,3,October_2021,1,10,,
20220428,Run 1,A04,4,October_2021,1,10,,
20220428,Run 1,A05,4,October_2021,1,10,,
20220428,Run 1,A06,4,October_2021,1,10,,
20220428,Run 1,A07,11,October_2021,1,10,,
20220428,Run 1,A08,11,October_2021,1,10,,
20220428,Run 1,A09,11,October_2021,1,10,,
20220428,Run 1,A10,12,October_2021,1,10,,
20220428,Run 1,A11,12,October_2021,1,10,,
20220428,Run 1,A12,12,October_2021,1,10,,
20220428,Run 1,B01,19,October_2021,1,10,,
20220428,Run 1,B02,19,October_2021,1,10,,
20220428,Run 1,B03,19,October_2021,1,10,,
20220428,Run 1,B04,20,October_2021,1,10,,
20220428,Run 1,B05,20,October_2021,1,10,,
20220428,Run 1,B06,20,October_2021,1,10,,
20220428,Run 1,B07,26,October_2021,1,10,,
20220428,Run 1,B08,26,October_2021,1,10,,
20220428,Run 1,B09,26,October_2021,1,10,,
20220428,Run 1,B10,27,October_2021,1,10,,
20220428,Run 1,B11,27,October_2021,1,10,,
20220428,Run 1,B12,27,October_2021,1,10,,
20220428,Run 1,C01,41,October_2021,1,10,,
20220428,Run 1,C02,41,October_2021,1,10,,
20220428,Run 1,C03,41,October_2021,1,10,,
20220428,Run 1,C04,43,October_2021,1,10,,
20220428,Run 1,C05,43,October_2021,1,10,,
20220428,Run 1,C06,43,October_2021,1,10,,
20220428,Run 1,C07,45,October_2021,1,10,,
20220428,Run 1,C08,45,October_2021,1,10,,
20220428,Run 1,C09,45,October_2021,1,10,,
20220428,Run 1,C10,44,October_2021,1,10,,
20220428,Run 1,C11,44,October_2021,1,10,,
20220428,Run 1,C12,44,October_2021,1,10,,
20220428,Run 1,D01,46,October_2021,1,10,,
20220428,Run 1,D02,46,October_2021,1,10,,
20220428,Run 1,D03,46,October_2021,1,10,,
20220428,Run 1,D04,201,October_2021,1,10,,
20220428,Run 1,D05,201,October_2021,1,10,,
20220428,Run 1,D06,201,October_2021,1,10,,
20220428,Run 1,D07,202,October_2021,1,10,,
20220428,Run 1,D08,202,October_2021,1,10,,
20220428,Run 1,D09,202,October_2021,1,10,,
20220428,Run 1,D10,203,October_2021,1,10,,
20220428,Run 1,D11,203,October_2021,1,10,,
20220428,Run 1,D12,203,October_2021,1,10,,
20220429,Run 1,A01,204,October_2021,1,10,,
20220429,Run 1,A02,204,October_2021,1,10,,
20220429,Run 1,A03,204,October_2021,1,10,,
20220429,Run 1,A04,209,October_2021,1,10,,
20220429,Run 1,A05,209,October_2021,1,10,,
20220429,Run 1,A06,209,October_2021,1,10,,
20220429,Run 1,A07,210,October_2021,1,10,,
20220429,Run 1,A08,210,October_2021,1,10,,
20220429,Run 1,A09,210,October_2021,1,10,,
20220429,Run 1,A10,211,October_2021,1,10,,
20220429,Run 1,A11,211,October_2021,1,10,,
20220429,Run 1,A12,211,October_2021,1,10,,
20220429,Run 1,B01,212,October_2021,1,10,,
20220429,Run 1,B02,212,October_2021,1,10,,
20220429,Run 1,B03,212,October_2021,1,10,,
20220429,Run 1,B04,219,October_2021,1,10,,
20220429,Run 1,B05,219,October_2021,1,10,,
20220429,Run 1,B06,219,October_2021,1,10,,
20220429,Run 1,B07,220,October_2021,1,10,,
20220429,Run 1,B08,220,October_2021,1,10,,
20220429,Run 1,B09,200,October_2021,1,10,,
20220429,Run 1,B10,221,October_2021,1,10,,
20220429,Run 1,B11,221,October_2021,1,10,,
20220429,Run 1,B12,221,October_2021,1,10,,
20220429,Run 1,C01,222,October_2021,1,10,,
20220429,Run 1,C02,222,October_2021,1,10,,
20220429,Run 1,C03,222,October_2021,1,10,,
20220429,Run 1,C04,237,October_2021,1,10,,
20220429,Run 1,C05,237,October_2021,1,10,,
20220429,Run 1,C06,237,October_2021,1,10,,
20220429,Run 1,C07,238,October_2021,3,10,,
20220429,Run 1,C08,238,October_2021,3,10,,
20220429,Run 1,C09,238,October_2021,3,10,,
20220429,Run 1,C10,240,October_2021,1,10,,
20220429,Run 1,C11,240,October_2021,1,10,,
20220429,Run 1,C12,240,October_2021,1,10,,
20220429,Run 1,D01,243,October_2021,1,10,,
20220429,Run 1,D02,243,October_2021,1,10,,
20220429,Run 1,D03,243,October_2021,1,10,,
20220429,Run 1,D04,244,October_2021,1,10,,
20220429,Run 1,D05,244,October_2021,1,10,,
20220429,Run 1,D06,244,October_2021,1,10,,
20220429,Run 1,D07,247,October_2021,3,10,,
20220429,Run 1,D08,247,October_2021,3,10,,
20220429,Run 1,D09,247,October_2021,3,10,,
20220429,Run 1,D10,248,October_2021,3,10,,
20220429,Run 1,D11,248,October_2021,3,10,,
20220429,Run 1,D12,248,October_2021,3,10,,
20200210,Run 1,A06,220,October_2019,1,10,,
20200210,Run 1,B06,220,October_2019,1,10,,
20200210,Run 1,C06,220,October_2019,1,10,,
20200210,Run 1,D06,220,October_2019,3,10,,
20200210,Run 1,E06,220,October_2019,3,10,,
20200210,Run 1,F06,220,October_2019,3,10,,
20200210,Run 1,A09,212,October_2019,1,10,,
20200210,Run 1,B09,212,October_2019,1,10,,
20200210,Run 1,C09,212,October_2019,1,10,,
20200210,Run 1,D09,212,October_2019,3,10,,
20200210,Run 1,E09,212,October_2019,3,10,,
20200210,Run 1,F09,212,October_2019,3,10,,
20200211,Run 1,A01,247,October_2019,1,10,,
20200211,Run 1,B01,247,October_2019,1,10,,
20200211,Run 1,C01,247,October_2019,1,10,,
20200211,Run 1,D01,247,October_2019,3,10,,
20200211,Run 1,E01,247,October_2019,3,10,,
20200211,Run 1,F01,247,October_2019,3,10,,
20200302,Run 1,A02,239,October_2019,3,10,,
20200302,Run 1,B02,239,October_2019,3,10,,
20200302,Run 1,C02,239,October_2019,3,10,,
20200302,Run 1,A03,44,October_2019,3,10,,
20200302,Run 1,B03,44,October_2019,3,10,,
20200302,Run 1,C03,44,October_2019,3,10,,
20200302,Run 1,A06,240,October_2019,3,10,,
20200302,Run 1,B06,240,October_2019,3,10,,
20200302,Run 1,C06,240,October_2019,3,10,,
20200302,Run 1,A08,209,October_2019,3,10,,
20200302,Run 1,B08,209,October_2019,3,10,,
20200302,Run 1,C08,209,October_2019,3,10,,
20200314,Run 1,A01,220,October_2019,3,10,,
20200314,Run 1,B01,220,October_2019,3,10,,
20200314,Run 1,C01,220,October_2019,3,10,,
20200314,Run 1,A05,19,October_2019,3,10,,
20200314,Run 1,B05,19,October_2019,3,10,,
20200314,Run 1,C05,19,October_2019,3,10,,
20200314,Run 1,A07,247,October_2019,3,10,,
20200314,Run 1,B07,247,October_2019,3,10,,
20200314,Run 1,C07,247,October_2019,3,10,,
20200314,Run 1,A08,212,October_2019,3,10,,
20200314,Run 1,B08,212,October_2019,3,10,,
20200314,Run 1,C08,212,October_2019,3,10,,
20200919,Run 1,D03,26,October_2019,3,10,,
20200919,Run 1,E02,26,October_2019,3,10,,
20200919,Run 1,F02,26,October_2019,3,10,,
20200919,Run 1,D05,46,October_2019,3,10,,
20200919,Run 1,E05,46,October_2019,3,10,,
20200919,Run 1,F05,46,October_2019,3,10,,
20200919,Run 1,D01,42,October_2019,3,10,,
20200919,Run 2,E01,42,October_2019,3,10,,
20200919,Run 2,F01,42,October_2019,3,10,,
20200919,Run 2,D03,204,October_2019,3,10,,
20200919,Run 2,E03,204,October_2019,3,10,,
20200919,Run 2,F03,204,October_2019,3,10,,
20200919,Run 2,D04,11,October_2019,3,10,,
20200919,Run 2,E04,11,October_2019,3,10,,
20200919,Run 2,F04,11,October_2019,3,10,,
20200919,Run 2,D08,211,October_2019,3,10,,
20200919,Run 2,E08,211,October_2019,3,10,,
20200919,Run 2,F08,211,October_2019,3,10,,
20200919,Run 2,D10,12,October_2019,3,10,,
20200919,Run 2,E10,12,October_2019,3,10,,
20200919,Run 2,F10,12,October_2019,3,10,,
20201007,Run 1,D04,248,October_2019,3,10,,
20201007,Run 1,E04,248,October_2019,3,10,,
20201007,Run 1,F04,248,October_2019,3,10,,
20201007,Run 1,D06,210,October_2019,3,10,,
20201007,Run 1,E06,210,October_2019,3,10,,
20201007,Run 1,F06,210,October_2019,3,10,,
20201007,Run 1,D07,244,October_2019,3,10,,
