"","Colony_ID","Run.x","Interval","Light_Value","N_points","O2_start","O2_end","DeltaT_min","DeltaT_max","O2_min","O2_max","Slope","Date","Project","Run.y","Chamber","Species","Phenotype","Chamber_Volume_mL","Surface_Area_cm2","Notes","...11","...12","...13","Chamber_Volume_L","Slope_norm"
"13","12",2,6,1145,200,91.94314,103.67314,165.427,175.377,91.79814,103.67314,1.19784815124695,2026-01-21,"CAREER - Phys",2,1,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.862450668897803
"14","12",2,7,1495,300,106.024536666667,124.387536666667,176.428,191.378,105.891536666667,124.594536666667,1.25148733541712,2026-01-21,"CAREER - Phys",2,1,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.901070881500325
"15","233",3,1,0,300,6.62171666666666,2.71671666666666,301.444,316.394,2.56871666666666,7.25371666666666,-0.386642063576543,2026-01-21,"CAREER - Phys",3,1,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,-0.278382285775111
"16","233",3,2,205,290,-11.3476689895471,-11.541668989547,223.939,238.394,-11.606668989547,-10.4776689895471,-0.0645811766570774,2026-01-21,"CAREER - Phys",3,1,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,-0.0464984471930958
"17","233",3,3,344,200,-10.68356,-10.15356,240.444,250.394,-10.93856,-10.05156,0.0708579510336578,2026-01-21,"CAREER - Phys",3,1,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,0.0510177247442336
"18","233",3,4,666,220,-9.24256363636363,-7.16956363636362,251.444,262.394,-9.39656363636362,-6.94556363636363,0.189929360924125,2026-01-21,"CAREER - Phys",3,1,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,0.13674913986537
"19","233",3,5,923,200,-6.06804,-3.73504,263.444,273.394,-6.07903999999999,-3.72504000000001,0.235853952499113,2026-01-21,"CAREER - Phys",3,1,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,0.169814845799362
"20","233",3,6,1145,200,-2.71029999999999,-0.743300000000005,274.444,284.394,-2.71029999999999,-0.421300000000002,0.19496899141681,2026-01-21,"CAREER - Phys",3,1,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,0.140377673820103
"21","233",3,7,1495,300,1.03744666666668,4.97044666666667,285.444,300.394,0.931446666666687,5.02144666666669,0.271253487241376,2026-01-21,"CAREER - Phys",3,1,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,0.195302510813791
"22","238",4,1,0,301,11.41676,3.95676,406.411,421.411,3.88676000000001,11.47876,-0.514666793351948,2026-01-21,"CAREER - Phys",4,1,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,-0.370560091213402
"23","238",4,2,205,319,-9.00774276527332,-11.0017427652733,329.512,345.411,-11.0247427652733,-9.00774276527332,-0.106957900424144,2026-01-21,"CAREER - Phys",4,1,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,-0.0770096883053838
"24","238",4,3,344,201,-9.6541,-9.5061,346.41,356.411,-10.0931,-9.33510000000001,0.0504588427267866,2026-01-21,"CAREER - Phys",4,1,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.0363303667632864
"25","238",4,4,666,201,-8.52535500000002,-6.67535500000002,357.411,367.41,-8.55235500000001,-6.503355,0.1880413006605,2026-01-21,"CAREER - Phys",4,1,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.13538973647556
"26","238",4,5,923,201,-5.36257499999999,-2.39257499999999,368.411,378.411,-5.394575,-2.31357499999999,0.282041398838481,2026-01-21,"CAREER - Phys",4,1,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.203069807163707
"27","238",4,6,1145,201,-0.947030000000012,2.52097000000001,379.411,389.411,-1.08602999999999,2.52097000000001,0.345417869951775,2026-01-21,"CAREER - Phys",4,1,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.248700866365278
"28","238",4,7,1495,301,4.33723333333333,9.59323333333333,390.411,405.411,4.03623333333334,9.70923333333334,0.388215143146683,2026-01-21,"CAREER - Phys",4,1,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.279514903065612
"29","27",1,1,0,301,67.3843322259137,57.0573322259137,80.1,95.1,57.0573322259137,67.7073322259136,-0.707431202417369,2026-01-21,"CAREER - Phys",1,10,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,-0.509350465740506
"30","27",1,2,205,301,-7.37535548172758,-4.72635548172758,0.1,15.099,-7.99735548172757,-4.72635548172758,0.220665528344089,2026-01-21,"CAREER - Phys",1,10,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.158879180407744
"31","27",1,3,344,201,-4.5255472636816,1.23845273631841,16.099,26.1,-4.5255472636816,1.23845273631841,0.59169371846936,2026-01-21,"CAREER - Phys",1,10,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.426019477297939
"32","27",1,4,666,201,2.06160696517415,11.7906069651741,27.099,37.1,1.92160696517413,11.8436069651741,1.02210032112869,2026-01-21,"CAREER - Phys",1,10,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.735912231212659
"33","27",1,5,923,201,13.3426218905473,25.4526218905472,38.1,48.1,13.0716218905472,25.4526218905472,1.24364789100677,2026-01-21,"CAREER - Phys",1,10,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.895426481524873
"34","27",1,6,1145,201,26.9473930348259,41.1073930348259,49.1,59.1,26.9473930348259,41.1073930348259,1.40145160005757,2026-01-21,"CAREER - Phys",1,10,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,1.00904515204145
"35","27",1,7,1495,301,43.0992126245847,66.9022126245847,60.1,75.1,43.0692126245847,66.9022126245847,1.59555467940917,2026-01-21,"CAREER - Phys",1,10,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,1.14879936917461
"36","205",2,1,0,300,93.9936966666667,88.4216966666667,192.116,207.066,88.2396966666666,94.4926966666666,-0.465861151536407,2026-01-21,"CAREER - Phys",2,10,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.335420029106213
"37","205",2,2,205,292,64.3172046979866,67.0242046979866,115.516,130.067,63.9932046979866,67.1862046979866,0.178645694966169,2026-01-21,"CAREER - Phys",2,10,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.128624900375642
"38","205",2,3,344,200,67.65622,70.45722,131.117,141.066,67.65622,70.45722,0.266597016298105,2026-01-21,"CAREER - Phys",2,10,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.191949851734635
"39","205",2,4,666,200,71.19565,74.97665,142.117,152.066,71.12765,75.10565,0.379250456769843,2026-01-21,"CAREER - Phys",2,10,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.273060328874287
"40","205",2,5,923,220,76.0595636363636,80.7015636363636,153.116,164.066,75.7405636363636,80.7455636363636,0.424145505825149,2026-01-21,"CAREER - Phys",2,10,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.305384764194107
"41","205",2,6,1145,200,81.68414,85.79814,165.116,175.067,81.50014,85.86514,0.421816026941938,2026-01-21,"CAREER - Phys",2,10,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.303707539398195
"42","205",2,7,1495,300,87.0195366666667,93.0935366666667,176.117,191.066,86.8815366666667,93.4185366666667,0.402620188947047,2026-01-21,"CAREER - Phys",2,10,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.289886536041874
"43","41",3,1,0,300,28.1487166666667,22.4777166666667,301.133,316.083,22.4057166666666,28.7107166666667,-0.489987202598797,2026-01-21,"CAREER - Phys",3,10,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.352790785871134
"44","41",3,2,205,284,-5.67166898954704,-5.14766898954704,223.929,238.083,-5.94666898954705,-4.93766898954703,0.0414836597706361,2026-01-21,"CAREER - Phys",3,10,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.029868235034858
"45","41",3,3,344,200,-4.20356000000001,-1.70056,240.133,250.083,-4.23456000000002,-1.70056,0.234802210790301,2026-01-21,"CAREER - Phys",3,10,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.169057591769017
"46","41",3,4,666,220,-0.644563636363614,3.82343636363638,251.133,262.083,-0.68956363636363,3.82343636363638,0.407539706173341,2026-01-21,"CAREER - Phys",3,10,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.293428588444806
"47","41",3,5,923,200,5.27395999999999,10.07096,263.133,273.083,5.27395999999999,10.11196,0.486993463648425,2026-01-21,"CAREER - Phys",3,10,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.350635293826866
"48","41",3,6,1145,200,11.6987,16.0387,274.133,284.083,11.5257,16.1977,0.409766008239938,2026-01-21,"CAREER - Phys",3,10,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.295031525932756
"49","41",3,7,1495,300,17.9504466666667,26.1024466666667,285.133,300.083,17.9504466666667,26.3044466666666,0.551182985460257,2026-01-21,"CAREER - Phys",3,10,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.396851749531385
"50","20",1,1,0,300,73.7113322259137,64.9363322259136,80.395,95.345,64.9363322259136,73.8633322259136,-0.572391936396622,2026-01-21,"CAREER - Phys",1,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,-0.412122194205568
"51","20",1,2,205,300,-10.0123554817276,-0.629355481727572,0.395,15.344,-10.3483554817276,-0.437355481727565,0.702188919801109,2026-01-21,"CAREER - Phys",1,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.505576022256799
"52","20",1,3,344,200,0.721452736318383,10.1294527363184,16.394,26.345,0.189452736318401,10.1294527363184,0.972841564310418,2026-01-21,"CAREER - Phys",1,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.700445926303501
"53","20",1,4,666,200,11.2056069651741,23.0846069651741,27.394,37.344,11.2056069651741,23.1006069651741,1.20082147766742,2026-01-21,"CAREER - Phys",1,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.864591463920543
"54","20",1,5,923,200,24.4726218905473,37.1986218905473,38.395,48.345,24.4726218905473,37.1986218905473,1.25857194294968,2026-01-21,"CAREER - Phys",1,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.906171798923768
"55","20",1,6,1145,200,38.4623930348259,51.3033930348259,49.395,59.344,38.4623930348259,51.4773930348258,1.2876373789077,2026-01-21,"CAREER - Phys",1,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.927098912813541
"56","20",1,7,1495,300,53.0612126245847,72.3852126245847,60.395,75.345,53.0612126245847,72.5512126245847,1.26385462435132,2026-01-21,"CAREER - Phys",1,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.909975329532953
"57","242",2,1,0,301,131.174696666667,125.032696666667,192.378,207.378,124.854696666667,132.818696666667,-0.568643630287115,2026-01-21,"CAREER - Phys",2,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,-0.409423413806722
"58","242",2,2,205,299,57.1502046979866,61.7572046979866,115.477,130.378,56.8042046979866,61.8702046979866,0.297299436752203,2026-01-21,"CAREER - Phys",2,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.214055594461586
"59","242",2,3,344,201,62.37422,68.38122,131.378,141.378,62.37422,68.38122,0.584104338861336,2026-01-21,"CAREER - Phys",2,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.420555123980162
"60","242",2,4,666,201,69.34065,77.97065,142.378,152.378,69.05265,78.23065,0.932871301674518,2026-01-21,"CAREER - Phys",2,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.671667337205653
"61","242",2,5,923,221,79.8045636363636,91.7605636363636,153.378,164.378,79.4845636363636,92.0805636363636,1.11113288784789,2026-01-21,"CAREER - Phys",2,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.800015679250482
"62","242",2,6,1145,201,93.83514,106.05714,165.378,175.378,93.57114,106.31114,1.27727120471814,2026-01-21,"CAREER - Phys",2,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.919635267397063
"63","242",2,7,1495,301,108.650536666667,129.191536666667,176.378,191.378,108.327536666667,129.439536666667,1.40067266173401,2026-01-21,"CAREER - Phys",2,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,1.00848431644849
"64","236",3,1,0,300,27.3307166666666,22.8217166666666,301.395,316.344,22.7337166666667,28.6947166666667,-0.428594777675351,2026-01-21,"CAREER - Phys",3,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,-0.308588239926253
"65","236",3,2,205,289,-15.860668989547,-15.3526689895471,223.937,238.344,-16.051668989547,-14.885668989547,0.0340728940136778,2026-01-21,"CAREER - Phys",3,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.024532483689848
"66","236",3,3,344,200,-14.02156,-11.59956,240.395,250.345,-14.34556,-11.58656,0.277371335556451,2026-01-21,"CAREER - Phys",3,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.199707361600645
"67","236",3,4,666,220,-10.3245636363636,-5.07356363636362,251.395,262.345,-10.4915636363636,-4.75556363636363,0.515444614154366,2026-01-21,"CAREER - Phys",3,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.371120122191144
"68","236",3,5,923,200,-3.34703999999999,2.96495999999999,263.395,273.344,-3.34703999999999,3.29295999999999,0.650387453745493,2026-01-21,"CAREER - Phys",3,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.468278966696755
"69","236",3,6,1145,200,4.56270000000001,11.1937,274.394,284.345,4.56270000000001,11.5517,0.649968730533382,2026-01-21,"CAREER - Phys",3,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.467977485984035
"70","236",3,7,1495,300,13.7724466666667,25.2984466666667,285.394,300.345,13.7294466666667,25.3214466666667,0.777749619002488,2026-01-21,"CAREER - Phys",3,2,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.559979725681791
"71","204",4,1,0,301,41.79276,35.70276,406.378,421.378,35.70276,42.20176,-0.481052613760654,2026-01-21,"CAREER - Phys",4,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,-0.346357881907671
"72","204",4,2,205,318,-6.70574276527333,-4.45074276527333,329.524,345.378,-7.23974276527332,-4.29374276527332,0.197955511672882,2026-01-21,"CAREER - Phys",4,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.142527968404475
"73","204",4,3,344,201,-3.00409999999999,1.02889999999999,346.378,356.378,-3.08609999999999,1.02889999999999,0.375230156761708,2026-01-21,"CAREER - Phys",4,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.27016571286843
"74","204",4,4,666,201,1.98064499999998,7.83264499999999,357.378,367.378,1.98064499999998,7.84464499999999,0.57953085223701,2026-01-21,"CAREER - Phys",4,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.417262213610647
"75","204",4,5,923,201,9.41942499999999,16.230425,368.378,378.378,9.41942499999999,16.568425,0.680340520636781,2026-01-21,"CAREER - Phys",4,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.489845174858482
"76","204",4,6,1145,201,18.21497,25.73597,379.378,389.378,17.96497,25.93297,0.759342074994247,2026-01-21,"CAREER - Phys",4,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.546726293995858
"77","204",4,7,1495,301,27.6962333333333,39.6842333333334,390.378,405.378,27.6962333333333,39.6842333333334,0.772562792638968,2026-01-21,"CAREER - Phys",4,2,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.556245210700057
"78","1",5,1,0,300,96.1404033333333,86.5804033333333,506.411,521.362,86.3064033333333,96.7784033333333,-0.772157389412759,2026-01-21,"CAREER - Phys",5,2,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.555953320377187
"79","1",5,2,205,260,4.52228846153847,12.0542884615385,432.412,445.361,4.29228846153848,12.2892884615385,0.6095312544645,2026-01-21,"CAREER - Phys",5,2,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.43886250321444
"80","1",5,3,344,200,13.596895,22.852895,446.411,456.361,13.239895,22.852895,0.931282237772515,2026-01-21,"CAREER - Phys",5,2,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.670523211196211
"81","1",5,4,666,200,24.241575,37.067575,457.411,467.361,24.241575,37.259575,1.31230290212694,2026-01-21,"CAREER - Phys",5,2,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.944858089531396
"82","1",5,5,923,200,39.236335,53.150335,468.411,478.361,39.022335,53.409335,1.42238406392682,2026-01-21,"CAREER - Phys",5,2,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,1.02411652602731
"83","1",5,6,1145,200,55.252585,69.615585,479.412,489.361,55.252585,69.715585,1.44280499923629,2026-01-21,"CAREER - Phys",5,2,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,1.03881959945013
"84","1",5,7,1495,300,72.37003,94.05603,490.412,505.361,71.80203,94.05603,1.46740834680659,2026-01-21,"CAREER - Phys",5,2,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,1.05653400970074
"85","42",1,1,0,301,-22.0246677740864,-29.3336677740864,80.346,95.346,-29.4926677740864,-21.8066677740864,-0.505166909010859,2026-01-21,"CAREER - Phys",1,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,-0.363720174487819
"86","42",1,2,205,301,-62.7393554817276,-61.7003554817276,0.346,15.346,-62.9823554817276,-61.4753554817276,0.0981199693607832,2026-01-21,"CAREER - Phys",1,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.0706463779397639
"87","42",1,3,344,201,-61.1515472636816,-58.1435472636816,16.346,26.346,-61.3105472636816,-58.1435472636816,0.30234557707486,2026-01-21,"CAREER - Phys",1,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.217688815493899
"88","42",1,4,666,201,-57.5803930348258,-52.3093930348259,27.346,37.346,-57.7083930348259,-52.3093930348259,0.542930640913079,2026-01-21,"CAREER - Phys",1,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.390910061457417
"89","42",1,5,923,201,-51.6093781094527,-44.8533781094527,38.346,48.346,-51.7733781094528,-44.8533781094527,0.683815908179907,2026-01-21,"CAREER - Phys",1,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.492347453889533
"90","42",1,6,1145,201,-43.9636069651741,-36.1536069651741,49.346,59.346,-43.9906069651742,-36.1536069651741,0.791799943606092,2026-01-21,"CAREER - Phys",1,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.570095959396386
"91","42",1,7,1495,301,-34.8987873754153,-22.2827873754153,60.346,75.346,-34.9467873754153,-22.2827873754153,0.82386054418698,2026-01-21,"CAREER - Phys",1,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.593179591814626
"92","26",3,1,0,300,10.6687166666667,-0.822283333333331,301.379,316.329,-1.20728333333335,12.5137166666667,-1.09484429676034,2026-01-21,"CAREER - Phys",3,3,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,-0.788287893667448
"93","26",3,2,205,289,-72.933668989547,-74.0896689895471,223.934,238.329,-75.047668989547,-72.933668989547,0.0554797301532231,2026-01-21,"CAREER - Phys",3,3,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,0.0399454057103206
"94","26",3,3,344,200,-73.08056,-67.85956,240.379,250.329,-73.36156,-67.85956,0.536253250109349,2026-01-21,"CAREER - Phys",3,3,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,0.386102340078731
"95","26",3,4,666,220,-66.6095636363636,-54.8895636363636,251.379,262.329,-66.6095636363636,-54.8895636363636,1.06902500277996,2026-01-21,"CAREER - Phys",3,3,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,0.76969800200157
"96","26",3,5,923,200,-53.16404,-38.99804,263.379,273.329,-53.16404,-38.82104,1.44618644981276,2026-01-21,"CAREER - Phys",3,3,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,1.04125424386519
"97","26",3,6,1145,200,-36.5433,-21.9193,274.379,284.33,-36.5433,-21.9193,1.38923067235081,2026-01-21,"CAREER - Phys",3,3,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,1.00024608409258
"98","26",3,7,1495,300,-18.6215533333333,7.29044666666667,285.38,300.329,-18.8015533333333,7.32744666666667,1.87108401372334,2026-01-21,"CAREER - Phys",3,3,"Porites compressa","Susceptible",240,20,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,0.24,1.34718048988081
"99","221",4,1,0,300,-10.83224,-16.78524,406.379,421.329,-16.90724,-9.99823999999998,-0.525578669325244,2026-01-21,"CAREER - Phys",4,3,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.378416641914176
"100","221",4,2,205,317,-60.7657427652733,-57.3577427652733,329.53,345.329,-61.3317427652733,-57.3567427652733,0.259965564285541,2026-01-21,"CAREER - Phys",4,3,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.18717520628559
"101","221",4,3,344,200,-55.9651,-51.7201,346.379,356.329,-55.9701,-51.7031,0.433857119614883,2026-01-21,"CAREER - Phys",4,3,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.312377126122716
"102","221",4,4,666,200,-50.240355,-44.284355,357.379,367.329,-50.364355,-44.284355,0.588724539489791,2026-01-21,"CAREER - Phys",4,3,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.42388166843265
"103","221",4,5,923,200,-42.780575,-36.388575,368.379,378.329,-42.931575,-36.148575,0.682933673237701,2026-01-21,"CAREER - Phys",4,3,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.491712244731145
"104","221",4,6,1145,200,-34.38403,-27.10003,379.38,389.33,-34.48703,-26.70103,0.770632811133234,2026-01-21,"CAREER - Phys",4,3,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.554855624015929
"105","221",4,7,1495,300,-24.8447666666667,-12.9827666666667,390.379,405.329,-24.8447666666667,-12.9017666666667,0.818873848499245,2026-01-21,"CAREER - Phys",4,3,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.589589170919456
"106","244",5,1,0,301,0.364403333333314,-6.76059666666669,506.346,521.346,-6.98559666666668,1.16140333333331,-0.575692140033794,2026-01-21,"CAREER - Phys",5,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,-0.414498340824331
"107","244",5,2,205,261,-51.7787115384615,-49.8887115384615,432.346,445.346,-52.0127115384615,-49.8747115384615,0.164280684258639,2026-01-21,"CAREER - Phys",5,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.11828209266622
"108","244",5,3,344,201,-49.141105,-45.282105,446.346,456.346,-49.259105,-45.157105,0.429142426059673,2026-01-21,"CAREER - Phys",5,3,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.308982546762965
