"","Colony_ID","Run.x","Interval","Light_Value","N_points","O2_start","O2_end","DeltaT_min","DeltaT_max","O2_min","O2_max","Slope","Date","Project","Run.y","Chamber","Species","Phenotype","Chamber_Volume_mL","Surface_Area_cm2","Notes","...11","...12","...13","Chamber_Volume_L","Slope_norm"
"223","209",3,6,1145,200,-5.02530000000002,7.9237,274.242,284.192,-5.02530000000002,8.4117,1.31913003116748,2026-01-21,"CAREER - Phys",3,7,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.949773622440586
"224","209",3,7,1495,300,10.9384466666667,30.7584466666667,285.242,300.192,10.9384466666667,31.2204466666667,1.30313935384002,2026-01-21,"CAREER - Phys",3,7,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.938260334764816
"225","239",4,1,0,300,4.52676,-3.47224,406.242,421.193,-3.79023999999998,4.85276000000002,-0.611563565837998,2026-01-21,"CAREER - Phys",4,7,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.440325767403358
"226","239",4,2,205,313,-37.6857427652733,-36.9287427652733,329.586,345.192,-37.9117427652733,-36.6707427652733,0.0453708750722644,2026-01-21,"CAREER - Phys",4,7,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.0326670300520304
"227","239",4,3,344,200,-35.8841,-33.4741,346.242,356.193,-36.0611,-33.3501,0.247676057531684,2026-01-21,"CAREER - Phys",4,7,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.178326761422813
"228","239",4,4,666,200,-32.412355,-27.982355,357.242,367.192,-32.505355,-27.934355,0.436568622147676,2026-01-21,"CAREER - Phys",4,7,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.314329407946327
"229","239",4,5,923,200,-26.587575,-20.282575,368.242,378.192,-26.587575,-20.275575,0.612465289883793,2026-01-21,"CAREER - Phys",4,7,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.440975008716331
"230","239",4,6,1145,200,-18.32803,-11.79903,379.242,389.192,-18.69803,-11.48203,0.688679934916276,2026-01-21,"CAREER - Phys",4,7,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.495849553139718
"231","239",4,7,1495,300,-9.50876666666667,2.24723333333333,390.242,405.192,-9.89276666666666,2.34223333333333,0.823490969367566,2026-01-21,"CAREER - Phys",4,7,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.592913497944647
"232","28",1,1,0,300,81.8973322259136,67.1703322259137,80.195,95.145,67.0733322259136,81.8973322259136,-1.00649193032577,2026-01-21,"CAREER - Phys",1,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.724674189834552
"233","28",1,2,205,300,-8.49935548172758,-5.69035548172758,0.196,15.145,-9.03135548172756,-5.45335548172756,0.249009217966472,2026-01-21,"CAREER - Phys",1,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.17928663693586
"234","28",1,3,344,200,-5.03954726368161,2.1054527363184,16.195,26.145,-5.03954726368161,2.1054527363184,0.732830115546036,2026-01-21,"CAREER - Phys",1,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.527637683193146
"235","28",1,4,666,200,3.16960696517415,15.6346069651741,27.195,37.145,3.16960696517415,15.6346069651741,1.28275925249261,2026-01-21,"CAREER - Phys",1,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.923586661794681
"236","28",1,5,923,200,17.5236218905472,33.4166218905472,38.195,48.146,17.3196218905472,33.4166218905472,1.62015665352095,2026-01-21,"CAREER - Phys",1,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,1.16651279053508
"237","28",1,6,1145,200,35.4603930348259,52.7673930348259,49.196,59.145,35.3063930348258,52.7673930348259,1.75143079503588,2026-01-21,"CAREER - Phys",1,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,1.26103017242583
"238","28",1,7,1495,300,55.1512126245847,82.2402126245847,60.196,75.146,55.1422126245847,82.2402126245847,1.82143195308403,2026-01-21,"CAREER - Phys",1,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,1.3114310062205
"239","3",2,1,0,300,111.003696666667,105.800696666667,192.212,207.162,105.759696666667,111.890696666667,-0.481648701843904,2026-01-21,"CAREER - Phys",2,8,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.346787065327611
"240","3",2,2,205,294,65.5902046979866,70.3102046979866,115.516,130.162,65.5252046979866,70.3102046979866,0.289373999157184,2026-01-21,"CAREER - Phys",2,8,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.208349279393173
"241","3",2,3,344,200,71.07522,75.35622,131.212,141.162,70.95022,75.35622,0.450588616955298,2026-01-21,"CAREER - Phys",2,8,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.324423804207815
"242","3",2,4,666,200,76.34365,82.09165,142.212,152.162,76.34365,82.22165,0.584638663468731,2026-01-21,"CAREER - Phys",2,8,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.420939837697487
"243","3",2,5,923,220,83.3635636363636,89.9995636363637,153.212,164.162,83.3635636363636,90.2035636363636,0.605950286531477,2026-01-21,"CAREER - Phys",2,8,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.436284206302663
"244","3",2,6,1145,200,91.46914,98.05814,165.212,175.162,91.05514,98.12014,0.695295721187029,2026-01-21,"CAREER - Phys",2,8,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.500612919254661
"245","3",2,7,1495,300,99.7185366666667,110.248536666667,176.212,191.162,99.6475366666667,110.248536666667,0.68606114523411,2026-01-21,"CAREER - Phys",2,8,"Montipora capitata","Susceptible",240,20,NA,NA,NA,NA,0.24,0.493964024568559
"246","235",3,1,0,301,66.7817166666667,58.5307166666667,301.179,316.179,58.3037166666666,68.4777166666667,-0.788253977077095,2026-01-21,"CAREER - Phys",3,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.567542863495508
"247","235",3,2,205,286,-6.77266898954704,-5.15466898954705,223.934,238.179,-7.23666898954704,-5.08166898954704,0.169047408261851,2026-01-21,"CAREER - Phys",3,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.121714133948533
"248","235",3,3,344,201,-3.85656,1.18144000000001,240.179,250.179,-3.96056000000002,1.39843999999999,0.533967840730532,2026-01-21,"CAREER - Phys",3,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.384456845325983
"249","235",3,4,666,221,2.73043636363639,12.4914363636364,251.179,262.179,2.69043636363637,12.5014363636364,0.893389268092213,2026-01-21,"CAREER - Phys",3,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.643240273026393
"250","235",3,5,923,201,14.40896,25.91896,263.178,273.178,14.38696,25.91896,1.150981129113,2026-01-21,"CAREER - Phys",3,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.828706412961357
"251","235",3,6,1145,201,27.9077,40.1197,274.179,284.178,27.8197,40.2257,1.26218263857344,2026-01-21,"CAREER - Phys",3,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.908771499772878
"252","235",3,7,1495,301,43.0954466666667,64.3414466666667,285.178,300.178,42.9084466666667,64.3414466666667,1.39500307661933,2026-01-21,"CAREER - Phys",3,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,1.00440221516592
"253","19",4,1,0,301,82.47376,74.67676,406.179,421.179,74.47076,83.14576,-0.714225398078349,2026-01-21,"CAREER - Phys",4,8,"Montipora capitata","Susceptible",240,20,"Remove 10% light level from this coral",NA,NA,NA,0.24,-0.514242286616411
"254","19",4,2,205,313,-0.726742765273315,6.78325723472668,329.582,345.179,-1.82674276527331,6.78325723472668,0.391840520728664,2026-01-21,"CAREER - Phys",4,8,"Montipora capitata","Susceptible",240,20,"Remove 10% light level from this coral",NA,NA,NA,0.24,0.282125174924638
"255","19",4,3,344,201,8.37690000000001,18.5779,346.178,356.179,8.37690000000001,18.5779,0.930734513179031,2026-01-21,"CAREER - Phys",4,8,"Montipora capitata","Susceptible",240,20,"Remove 10% light level from this coral",NA,NA,NA,0.24,0.670128849488902
"256","19",4,4,666,201,20.436645,31.646645,357.179,367.179,20.436645,31.646645,1.13376728350274,2026-01-21,"CAREER - Phys",4,8,"Montipora capitata","Susceptible",240,20,"Remove 10% light level from this coral",NA,NA,NA,0.24,0.81631244412197
"257","19",4,5,923,201,33.874425,45.902425,368.178,378.178,33.803425,45.931425,1.20678428907661,2026-01-21,"CAREER - Phys",4,8,"Montipora capitata","Susceptible",240,20,"Remove 10% light level from this coral",NA,NA,NA,0.24,0.868884688135156
"258","19",4,6,1145,201,48.26497,59.57097,379.179,389.179,48.02097,59.74297,1.17498054762648,2026-01-21,"CAREER - Phys",4,8,"Montipora capitata","Susceptible",240,20,"Remove 10% light level from this coral",NA,NA,NA,0.24,0.845985994291067
"259","19",4,7,1495,301,62.2132333333334,80.2942333333333,390.179,405.179,62.2132333333334,80.2942333333333,1.21779969717395,2026-01-21,"CAREER - Phys",4,8,"Montipora capitata","Susceptible",240,20,"Remove 10% light level from this coral",NA,NA,NA,0.24,0.876815781965242
"260","225",5,1,0,300,118.011403333333,106.392403333333,506.212,521.162,106.370403333333,118.567403333333,-0.960325024206484,2026-01-21,"CAREER - Phys",5,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.691434017428669
"261","225",5,2,205,260,5.40228846153846,11.2052884615385,432.212,445.162,5.29328846153845,11.2052884615385,0.480943585687014,2026-01-21,"CAREER - Phys",5,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.34627938169465
"262","225",5,3,344,200,12.202895,21.965895,446.212,456.162,12.202895,21.965895,1.01825552138664,2026-01-21,"CAREER - Phys",5,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.733143975398381
"263","225",5,4,666,200,23.560575,38.540575,457.212,467.162,23.560575,38.540575,1.53461352060092,2026-01-21,"CAREER - Phys",5,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,1.10492173483266
"264","225",5,5,923,200,40.517335,58.550335,468.212,478.162,40.517335,58.550335,1.82095686848644,2026-01-21,"CAREER - Phys",5,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,1.31108894531024
"265","225",5,6,1145,200,61.108585,80.685585,479.212,489.162,61.094585,80.685585,1.96668755335897,2026-01-21,"CAREER - Phys",5,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,1.41601503841846
"266","225",5,7,1495,300,83.33403,114.98803,490.212,505.162,83.27703,114.98803,2.1380943673601,2026-01-21,"CAREER - Phys",5,8,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,1.53942794449927
"267","206",1,1,0,300,43.9903322259136,35.2703322259136,80.15,95.101,35.2703322259136,43.9903322259136,-0.579336021581407,2026-01-21,"CAREER - Phys",1,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,-0.417121935538613
"268","206",1,2,205,300,-10.6493554817276,-6.04435548172756,0.151,15.1,-10.6493554817276,-5.92935548172755,0.329761372532898,2026-01-21,"CAREER - Phys",1,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.237428188223686
"269","206",1,3,344,200,-5.2575472636816,0.339452736318407,16.15,26.1,-5.31454726368159,0.39545273631839,0.605241767282856,2026-01-21,"CAREER - Phys",1,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.435774072443657
"270","206",1,4,666,200,1.31560696517414,9.28960696517413,27.15,37.101,1.26860696517414,9.28960696517413,0.822281191516429,2026-01-21,"CAREER - Phys",1,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.592042457891829
"271","206",1,5,923,200,10.3586218905473,19.1976218905473,38.151,48.1,10.3586218905473,19.1976218905473,0.887530756581119,2026-01-21,"CAREER - Phys",1,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.639022144738405
"272","206",1,6,1145,200,20.5763930348259,29.3433930348259,49.15,59.1,20.3123930348258,29.3433930348259,0.901466824881901,2026-01-21,"CAREER - Phys",1,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.649056113914969
"273","206",1,7,1495,300,30.7512126245847,43.8282126245847,60.151,75.101,30.7512126245847,43.8492126245847,0.875117502016388,2026-01-21,"CAREER - Phys",1,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.630084601451799
"274","43",2,1,0,300,125.341696666667,116.233696666667,192.167,207.117,116.221696666667,126.418696666667,-0.806337274108912,2026-01-21,"CAREER - Phys",2,9,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,-0.580562837358416
"275","43",2,2,205,293,54.1962046979866,55.6382046979866,115.511,130.117,53.9532046979866,55.6382046979866,0.12412124457252,2026-01-21,"CAREER - Phys",2,9,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.089367296092214
"276","43",2,3,344,200,56.33622,60.69522,131.167,141.117,56.11322,60.82922,0.496301824871961,2026-01-21,"CAREER - Phys",2,9,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.357337313907812
"277","43",2,4,666,200,61.83065,70.80765,142.167,152.117,61.83065,70.80765,0.957579119880654,2026-01-21,"CAREER - Phys",2,9,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.689456966314071
"278","43",2,5,923,220,72.4405636363636,85.2455636363636,153.167,164.117,72.3065636363636,85.2455636363636,1.18203293986215,2026-01-21,"CAREER - Phys",2,9,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.851063716700749
"279","43",2,6,1145,200,86.86014,99.97714,165.167,175.117,86.86014,100.08514,1.31684769872517,2026-01-21,"CAREER - Phys",2,9,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,0.948130343082119
"280","43",2,7,1495,300,102.584536666667,123.577536666667,176.167,191.117,102.302536666667,123.577536666667,1.42108790300358,2026-01-21,"CAREER - Phys",2,9,"Porites compressa","Susceptible",240,20,NA,NA,NA,NA,0.24,1.02318329016258
"281","214",3,1,0,301,52.8527166666667,45.1157166666667,301.134,316.134,45.0597166666667,53.9337166666666,-0.68943458070533,2026-01-21,"CAREER - Phys",3,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,-0.496392898107838
"282","214",3,2,205,285,-9.31566898954705,-7.34466898954705,223.926,238.134,-9.77666898954703,-7.10166898954705,0.213600354902962,2026-01-21,"CAREER - Phys",3,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.153792255530133
"283","214",3,3,344,201,-5.70656,-0.452560000000005,240.133,250.134,-5.70656,-0.411560000000009,0.541290455279543,2026-01-21,"CAREER - Phys",3,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.389729127801271
"284","214",3,4,666,221,1.12343636363639,9.71943636363636,251.134,262.134,0.948436363636375,9.71943636363636,0.805785359890736,2026-01-21,"CAREER - Phys",3,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.58016545912133
"285","214",3,5,923,201,11.57296,21.09396,263.134,273.134,11.57296,21.09396,0.940733808512496,2026-01-21,"CAREER - Phys",3,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.677328342128997
"286","214",3,6,1145,201,22.9907,32.9737,274.133,284.134,22.9637,32.9737,0.978711963563194,2026-01-21,"CAREER - Phys",3,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.704672613765499
"287","214",3,7,1495,301,35.1444466666667,50.3584466666667,285.134,300.134,35.1444466666667,50.4674466666667,1.01818496282822,2026-01-21,"CAREER - Phys",3,9,"Montipora capitata","Resistant",240,20,NA,NA,NA,NA,0.24,0.733093173236317
"288","44",4,1,0,301,51.17576,42.25576,406.134,421.134,42.25576,51.37176,-0.682034915513839,2026-01-21,"CAREER - Phys",4,9,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,-0.491065139169964
"289","44",4,2,205,312,-6.12274276527333,-6.22074276527331,329.577,345.134,-6.69974276527333,-6.04974276527332,0.0288834399813042,2026-01-21,"CAREER - Phys",4,9,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.020796076786539
"290","44",4,3,344,201,-4.8571,-1.9051,346.133,356.134,-5.00409999999999,-1.8561,0.336256736458275,2026-01-21,"CAREER - Phys",4,9,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.242104850249958
"291","44",4,4,666,201,-0.56135500000002,5.71364499999999,357.134,367.134,-0.585355000000021,5.71364499999999,0.649164327178795,2026-01-21,"CAREER - Phys",4,9,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.467398315568733
"292","44",4,5,923,201,7.440425,16.134425,368.133,378.134,7.440425,16.204425,0.875438563079722,2026-01-21,"CAREER - Phys",4,9,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.6303157654174
"293","44",4,6,1145,201,18.22897,28.69997,379.133,389.133,18.19397,28.69997,1.05717430963329,2026-01-21,"CAREER - Phys",4,9,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.76116550293597
"294","44",4,7,1495,301,30.8832333333334,48.5192333333333,390.134,405.134,30.8832333333334,48.5192333333333,1.15801378437242,2026-01-21,"CAREER - Phys",4,9,"Porites compressa","Resistant",240,20,NA,NA,NA,NA,0.24,0.83376992474814
