Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
20230923_coral237,20230923_coral237,Mesh,21.012713668169397,4.133966615857095,4.448567110764206,1.7504563620072744,2.6981107487569322,5.700081462820526,15.920583817769279
20230924_coral2,20230924_coral2,Mesh,39.72481154614823,4.133998803234742,7.597593567680228,1.7663057179543917,5.831287849725836,9.407040900157458,32.876514762431455
20230924_coral27,20230924_coral27,Mesh,26.883019011747773,8.929489714655439,10.400258686751066,1.7760860481963792,8.624172638554686,7.8869552582952345,245.04626757048206
20230924_coral43,20230924_coral43,Mesh,26.773300705113986,5.177221863721182,5.644058658036327,1.7761246178238321,3.867934040212495,8.227855587716682,28.773075011744062
20230924_coral46,20230924_coral46,Mesh,28.12350769587938,17.071292594530973,11.62888810765565,-2.5000024455284153,14.128890553184064,8.034202632603398,474.11356338371166
20230924_coral204,20230924_coral204,Mesh,27.0084951124818,7.718976296559165,5.444818300931326,1.7737274137401726,3.671090887191153,7.228941467839577,46.452823279248506
20230924_coral205,20230924_coral205,Mesh,30.510596378790364,6.504276143504015,7.1394399434523965,0.44662862426842476,6.692811319183972,7.481643448661732,93.55816746725901
20230924_coral211,20230924_coral211,Mesh,40.76997352109887,6.6545950039497805,6.169239818106343,1.7711052044319553,4.398134613674387,10.21080951156872,43.59291332339929
20230924_coral235,20230924_coral235,Mesh,158.13052097124174,39.231132207811186,10.877385306912887,-2.5000009670242767,13.377386273937164,0.0,731.3229866895148
20230924_coral235b,20230924_coral235b,Mesh,33.811786269401246,6.472151883261933,5.464648329896024,1.7792865310971906,3.6853617987988336,10.355765114594586,33.49881748596072
20230924_coral238,20230924_coral238,Mesh,31.403613367897556,6.840967711314938,5.794877015323429,1.7691616429818424,4.025715372341587,9.972482844865947,38.21425843367296
20230924_coral247,20230924_coral247,Mesh,29.517869292263388,4.4332089939343815,6.853724269056877,1.7494214434917,5.104302825565177,7.89750549630279,30.463348586831366
20230925_coral03,20230925_coral03,Mesh,24.766464192091313,4.953918515105522,5.662263831410378,1.774498062598611,3.887765768811767,5.591989547465516,28.52660359014648
20230925_coral28,20230925_coral28,Mesh,25.74793650899016,6.7774811280467055,5.0144000502786845,1.7768419366476877,3.237558113630997,6.700760371635382,30.96686506091176
20230925_coral202,20230925_coral202,Mesh,26.436662686233095,6.137978635597091,5.097001799352496,1.7835622936503204,3.313439505702176,6.9273719587887665,29.304728105945856
20230925_coral214,20230925_coral214,Mesh,28.06110074204283,4.646374992231977,6.290586722447012,1.7820086435575755,4.508578078889435,6.324130678206336,29.73623510544378
20230925_coral219,20230925_coral219,Mesh,27.44427242413119,4.419143245663384,5.698866642750946,1.771402406309632,3.9274642364413137,6.50825400264606,24.590944677675875
20230925_coral220,20230925_coral220,Mesh,32.216670587201044,4.6192138587239695,6.247656579053379,1.7878048198550267,4.459851759198353,8.964338274403197,26.44071959900338
20230925_coral234,20230925_coral234,Mesh,28.18958414623948,5.029590680084388,4.9086272878556825,1.7763453611421176,3.132281926713565,10.183623325135606,21.029828949170568
20230925_coral236,20230925_coral236,Mesh,37.2258348005499,5.345675865210514,6.753873025060051,1.7556606695614736,4.998212355498579,12.482181235821098,36.4709914048506
20230925_coral241,20230925_coral241,Mesh,45.204087857079145,10.234975028174382,6.160853874647798,1.8006250224887443,4.360228852159054,12.974187828877074,67.43932274264087
20230925_coral242,20230925_coral242,Mesh,29.020360319525267,5.945188219773678,5.328894246274174,1.7896796072573662,3.5392146390168078,8.939223987687825,26.182012847936956
20230926_coral01,20230926_coral01,Mesh,30.479910512956952,5.796495762201421,5.03960750001209,1.7625214664338555,3.2770860335782337,7.184801820563996,25.947241794914785
20230926_coral04,20230926_coral04,Mesh,37.438276067346145,15.461956756050128,11.263447364529094,1.7731587432991802,9.490288621229915,8.954781811013,319.76281720124257
20230926_coral20,20230926_coral20,Mesh,42.968459248883086,6.892635124933882,8.151689659497984,1.7910492800390614,6.360640379458923,10.89889286832765,62.2378902462416
20230926_coral44,20230926_coral44,Mesh,23.298722425739513,3.7235683747984423,5.206177892543554,1.7646799203807544,3.441497972162799,6.681757763548484,17.772494714148028
20230926_coral210,20230926_coral210,Mesh,37.02685717449402,7.471966412573223,6.42172018221841,1.7779600034775689,4.643760178740841,9.683613648954438,48.071381320030746
20230926_coral213,20230926_coral213,Mesh,26.533850730861552,5.312831822076158,4.975443812412342,1.7467301203748176,3.228713692037524,6.658688345727652,24.06518299165244
20230926_coral239,20230926_coral239,Mesh,30.490411075183285,6.7763743261585185,5.733845565252088,1.7832121366185005,3.9506334286335876,9.441604094857848,41.21521778901227
20230926_coral244,20230926_coral244,Mesh,30.627894419613458,5.690610349174598,5.790323467687286,1.789677036528492,4.000646431158794,8.96102237606586,36.214172688436385
20230926_coral248,20230926_coral248,Mesh,34.12219526766715,7.165335589721752,6.802525921166557,1.7869372650875652,5.015588656078992,11.993451426016753,55.944005248541224
