"","Colony_ID","Pmax","alpha","Rd","Ik","Pgross","Date","Project","Run","Chamber","Species","Phenotype","Chamber_Volume_mL","Surface_Area_cm2","Notes","...11","...12","...13"
"11","2",1.43241788942262,0.00447978729820613,-0.63106637739562,319.751317210131,0.801351512027003,2025-01-09,"CAREER - Phys",2,2,"Montipora capitata","Resistant",238.31,20,NA,NA,NA,NA
"12","242",1.54499459558603,0.00420595051755738,-0.723068948904247,367.335418982364,0.821925646681784,2025-01-09,"CAREER - Phys",3,2,"Porites compressa","Resistant",243,20,NA,NA,NA,NA
"13","214",0.756867460921196,0.0018800593761856,-0.34287807056448,402.576360357715,0.413989390356716,2025-01-09,"CAREER - Phys",4,2,"Montipora capitata","Resistant",242.44,20,NA,NA,NA,NA
"14","226",2.2964987026819,0.00382776926580815,-0.658056788528185,599.957453861066,1.63844191415372,2025-01-09,"CAREER - Phys",5,2,"Porites compressa","Resistant",236.18,20,NA,NA,NA,NA
"15","238",1.38058396210074,0.00244919915749731,-0.419706811534742,563.687913199951,0.960877150565994,2025-01-09,"CAREER - Phys",1,3,"Porites compressa","Resistant",237.74,20,NA,NA,NA,NA
"16","235",1.15405812551691,0.00151453788509595,-0.40942099118868,761.986964389339,0.744637134328231,2025-01-09,"CAREER - Phys",2,3,"Porites compressa","Susceptible",243.85,20,NA,NA,NA,NA
"17","221",0.420049672388485,0.000518451988073172,-0.142894730197698,810.199752439181,0.277154942190787,2025-01-09,"CAREER - Phys",3,3,"Montipora capitata","Susceptible",256.83,20,"100% light level - 3 not showing a huge range, may not be usable. Will have space to rerun in later runs → maybe ok in the end, not putting into last run",NA,NA,NA
"18","234",1.62070515169555,0.00299157178297517,-0.562881800503869,541.757065940678,1.05782335119168,2025-01-09,"CAREER - Phys",5,3,"Porites compressa","Resistant",235.38,20,NA,NA,NA,NA
"19","220",0.683278501990295,0.00280836758027328,-0.269817595793898,243.300950626914,0.413460906196397,2025-01-09,"CAREER - Phys",1,4,"Montipora capitata","Resistant",244.77,20,NA,NA,NA,NA
"20","27",2.91076497785275,0.00727057370082248,-1.07080447874297,400.348734175333,1.83996049910978,2025-01-09,"CAREER - Phys",2,4,"Porites compressa","Resistant",236.42,20,NA,NA,NA,NA
"21","26",2.64391591897838,0.00680491558527292,-1.10392680190605,388.530303696976,1.53998911707233,2025-01-09,"CAREER - Phys",3,4,"Porites compressa","Susceptible",233.94,20,NA,NA,NA,NA
"22","237",1.17084256852696,0.00190518297955532,-0.448068795528931,614.556491996501,0.722773772998026,2025-01-09,"CAREER - Phys",4,4,"Porites compressa","Susceptible",241.01,20,NA,NA,NA,NA
"23","213",1.21929022288257,0.00404018838512315,-0.372024340251975,301.790438132108,0.847265882630592,2025-01-09,"CAREER - Phys",5,4,"Montipora capitata","Susceptible",253.21,20,NA,NA,NA,NA
"24","209",0.597017637672383,0.00322313137000621,-0.312288291318796,185.229073573639,0.284729346353587,2025-01-09,"CAREER - Phys",2,5,"Montipora capitata","Susceptible",242.9,20,NA,NA,NA,NA
"25","205",0.715406583236052,0.00263308510268742,-0.405186906745289,271.698997691295,0.310219676490763,2025-01-09,"CAREER - Phys",3,5,"Montipora capitata","Susceptible",238.84,20,"12:56pm Bubble on probe 5",NA,NA,NA
"26","247",2.00721609835225,0.00411217511870726,-0.748616937454478,488.115423202904,1.25859916089777,2025-01-09,"CAREER - Phys",4,5,"Porites compressa","Susceptible",244.09,20,NA,NA,NA,NA
"27","248",2.46182257124231,0.00646758004019385,-0.842227861369059,380.640449123615,1.61959470987326,2025-01-09,"CAREER - Phys",5,5,"Porites compressa","Resistant",233.82,20,NA,NA,NA,NA
"28","28",1.53081065402435,0.0024024118988536,-0.438996344794134,637.197415961364,1.09181430923021,2025-01-09,"CAREER - Phys",1,6,"Porites compressa","Susceptible",239.57,20,"Spike in 6 and 7 because realized the temp probes were switched. Placed in correct spots. 7 is the blank",NA,NA,NA
"29","4",0.824534797173799,0.00277054353120515,-0.435878295827459,297.607595003259,0.38865650134634,2025-01-09,"CAREER - Phys",2,6,"Montipora capitata","Resistant",246.28,20,NA,NA,NA,NA
"30","204",1.49829901504808,0.00336011601188606,-0.554635860888817,445.906929923848,0.943663154159259,2025-01-09,"CAREER - Phys",4,6,"Montipora capitata","Resistant",242.66,20,NA,NA,NA,NA
"31","211",0.845739182246348,0.00133923359802285,-0.234123555677924,631.509830320069,0.611615626568424,2025-01-09,"CAREER - Phys",5,6,"Montipora capitata","Susceptible",238.16,20,NA,NA,NA,NA
"32","225",1.24741283584249,0.00250138776636825,-0.417956331114109,498.688309191501,0.82945650472838,2025-01-09,"CAREER - Phys",1,7,"Porites compressa","Susceptible",247.02,20,"Spike in 6 and 7 because realized the temp probes were switched. Placed in correct spots. 7 is the blank",NA,NA,NA
"33","202",0.475860356415118,0.00247303449993141,-0.279105832749169,192.419619066502,0.196754523665949,2025-01-09,"CAREER - Phys",3,7,"Montipora capitata","Resistant",241.59,20,NA,NA,NA,NA
"34","244",1.42058985491042,0.00220852630462965,-0.628832821245056,643.229764541401,0.791757033665362,2025-01-09,"CAREER - Phys",4,7,"Porites compressa","Resistant",245.25,20,NA,NA,NA,NA
"35","219",0.517868362823679,0.00152926334094234,-0.1663740373292,338.639100904994,0.35149432549448,2025-01-09,"CAREER - Phys",5,7,"Montipora capitata","Susceptible",240.1,20,NA,NA,NA,NA
"36","12",0.664112746021057,0.00271509704569216,-0.304646401137139,244.600003183958,0.359466344883918,2025-01-09,"CAREER - Phys",1,8,"Montipora capitata","Resistant",247.33,20,NA,NA,NA,NA
"37","44",1.19591527542389,0.00201501096391656,-0.467169196092217,593.503110821491,0.728746079331668,2025-01-09,"CAREER - Phys",2,8,"Porites compressa","Resistant",243.11,20,NA,NA,NA,NA
"38","236",2.18135058039369,0.00487376930705347,-0.768255458569029,447.569518162621,1.41309512182467,2025-01-09,"CAREER - Phys",3,8,"Porites compressa","Resistant",239.61,20,NA,NA,NA,NA
"39","19",1.25677804274901,0.00490903133703087,-0.52774116599316,256.01344877728,0.729036876755854,2025-01-09,"CAREER - Phys",4,8,"Montipora capitata","Susceptible",240.2,20,NA,NA,NA,NA
"40","241",1.60741639908256,0.00353714514884712,-0.596106708927037,454.438913711663,1.01130969015552,2025-01-09,"CAREER - Phys",1,9,"Porites compressa","Susceptible",240.27,20,NA,NA,NA,NA
"41","210",0.339251785308436,0.000938641128016614,-0.167547014865102,361.428638893427,0.171704770443335,2025-01-09,"CAREER - Phys",2,9,"Montipora capitata","Resistant",244.7,20,NA,NA,NA,NA
"42","240",1.03303158650344,0.00230152419561011,-0.492386960236359,448.846720131741,0.540644626267083,2025-01-09,"CAREER - Phys",3,9,"Porites compressa","Resistant",243.2,20,NA,NA,NA,NA
"43","43",1.00990493996181,0.00309243802424023,-0.506440555302464,326.572410520638,0.50346438465935,2025-01-09,"CAREER - Phys",4,9,"Porites compressa","Susceptible",240.08,20,NA,NA,NA,NA
